order_item_id,order_id,product_id,quantity,item_price
1049,1906,394,2,1983.65
1050,695,149,4,1043.86
1051,82,457,4,1447.53
1052,490,107,5,409.3
1053,154,491,4,262.32
1054,200,413,3,1586.84
1055,1121,445,1,3797.29
1056,1022,49,2,3440.05
1057,1913,152,3,1133.74
1058,1181,187,1,1816.38
1059,367,364,3,519.42
1060,970,132,4,2643.77
1061,1332,474,1,2974.04
1062,1991,292,3,4496.28
1063,1760,147,5,210.86
1064,1879,349,3,2750.66
1065,1050,433,3,641.15
1066,766,43,5,718.04
1067,922,135,1,5367.32
1068,1272,330,2,1734.01
1069,1434,421,2,723.85
1070,1748,54,2,1394.43
1071,1168,205,2,175.09
1072,796,448,1,684.75
1073,715,239,5,4808.59
1074,1844,419,1,1243.34
1075,370,375,4,1286.03
1076,1574,222,3,1153.67
1077,133,163,5,4828.74
1078,996,109,4,3541.29
1079,235,143,5,4626.42
1080,319,486,2,1851.3
1081,656,291,5,4165.35
1082,1586,195,3,534.37
1083,1618,221,2,189.24
1084,111,109,4,3654.11
1085,553,130,1,102.29
1086,291,36,1,2451.74
1087,611,448,4,719.24
1088,1075,110,3,5040.96
1089,377,426,4,2892.56
1090,701,494,2,3892.81
1091,407,179,4,3171.99
1092,974,275,2,2763.99
1093,1978,357,5,2203.44
1094,797,422,5,1694.82
1095,407,40,5,2002.77
1096,1263,75,3,2856.69
1097,30,78,2,4454.34
1098,1023,443,4,3276.61
1099,539,267,4,965.41
1100,1932,427,4,4263.75
1101,1309,497,1,4673.66
1102,448,382,4,3384.65
1103,1427,280,5,789.83
1104,774,111,2,3854.72
1105,1991,348,1,2762.32
1106,759,417,3,4682.91
1107,1837,158,1,3255.8
1108,1433,256,4,4708.25
1109,848,211,5,869.9
1110,873,268,3,2870.71
1111,233,475,4,717.87
1112,765,91,2,1225.27
1113,1112,224,4,3683.78
1114,1299,146,1,4966.2
1115,180,413,1,1875.85
1116,1331,9,4,3824.76
1117,213,255,5,2449.3
1118,1899,279,4,496.35
1119,1031,298,3,1591.64
1120,1745,216,4,2172.95
1121,1130,196,4,2258.06
1122,1947,64,4,2185.32
1123,846,465,4,2813.21
1124,16,482,2,1511.04
1125,1040,146,3,4551.42
1126,630,430,4,2959.39
1127,1379,124,4,2140.0
1128,67,8,3,2878.86
1129,1722,419,5,1256.89
1130,651,172,5,3694.18
1131,881,124,4,2402.06
1132,395,316,1,2102.2
1133,1642,478,2,3222.71
1134,1924,326,2,1234.57
1135,826,463,2,2386.86
1136,896,119,2,2732.75
1137,1033,61,4,1590.65
1138,1727,391,3,3177.86
1139,1715,284,3,1136.64
1140,418,48,4,989.19
1141,24,322,2,897.66
1142,57,317,1,1846.4
1143,1172,196,2,2214.41
1144,930,325,3,1541.77
1145,383,123,2,3009.68
1146,609,100,2,2939.48
1147,1488,400,4,3941.98
1148,1578,134,3,2678.5
1149,170,479,1,3245.89
1150,1308,297,1,4038.63
1151,941,475,1,782.36
1152,291,145,2,4266.1
1153,191,40,3,1915.15
1154,1870,430,1,2578.86
1155,1006,408,1,3913.42
1156,997,492,2,1887.89
1157,1408,215,3,2595.6
1158,1298,466,2,4624.07
1159,369,153,2,2878.85
1160,1351,291,1,4716.79
1161,241,500,3,1317.18
1162,992,315,1,2291.91
1163,325,268,1,2748.85
1164,395,311,1,3351.49
1165,1061,263,2,2899.27
1166,1776,187,2,1727.09
1167,61,168,1,2293.39
1168,1491,355,3,2780.67
1169,561,247,1,1023.49
1170,714,363,3,2634.83
1171,957,382,4,3279.62
1172,1050,485,2,2536.73
1173,513,89,3,4582.3
1174,1970,202,5,340.41
1175,639,85,4,2404.0
1176,888,453,5,4254.2
1177,1531,140,5,2969.07
1178,221,311,2,3613.04
1179,1162,181,1,307.36
1180,921,86,5,2372.25
1181,519,301,5,2461.25
1182,1694,450,5,3142.15
1183,722,204,2,4233.9
1184,1657,166,2,533.33
1185,733,126,3,2199.29
1186,762,75,1,3126.61
1187,20,164,3,970.86
1188,438,239,3,4904.39
1189,1841,120,4,2696.88
1190,581,309,2,3761.53
1191,211,288,5,49.88
1192,1938,453,1,4564.93
1193,1176,458,4,2850.23
1194,651,417,2,4640.86
1195,102,411,1,833.07
1196,563,216,4,2130.24
1197,351,308,4,418.05
1198,485,296,1,4347.24
1199,1319,402,1,1438.77
1200,1868,237,4,4103.47
1201,76,459,5,1437.74
1202,81,173,1,907.13
1203,963,49,4,3700.44
1204,1482,155,3,3253.99
1205,820,41,3,3061.63
1206,1012,314,3,606.46
1207,1427,233,1,3924.85
1208,1727,192,1,340.92
1209,60,115,1,3246.6
1210,285,54,4,1599.02
1211,464,88,3,1437.29
1212,1672,463,1,2495.57
1213,1914,353,3,5184.17
1214,1810,402,1,1220.37
1215,1940,156,3,4412.88
1216,1409,314,4,705.77
1217,553,358,2,3608.16
1218,1195,236,3,1116.76
1219,1766,76,4,903.68
1220,1305,229,5,1146.43
1221,1081,124,4,2412.58
1222,2000,144,4,591.9
1223,463,48,3,1025.92
1224,1457,43,2,672.42
1225,1351,332,2,1576.52
1226,1424,40,4,1754.44
1227,124,109,2,3072.17
1228,959,420,4,3721.01
1229,215,175,5,3152.85
1230,1560,271,3,3547.16
1231,1558,484,4,792.35
1232,1343,79,1,248.22
1233,1873,67,3,2375.25
1234,790,500,5,1346.99
1235,1052,104,2,4034.42
1236,141,143,3,4597.02
1237,1949,446,1,1166.33
1238,302,237,1,4611.08
1239,493,9,2,4032.47
1240,547,15,5,4039.14
1241,928,181,5,300.53
1242,173,182,2,1516.43
1243,813,258,3,3656.28
1244,109,226,1,3894.29
1245,101,333,4,2341.32
1246,398,151,2,516.39
1247,1217,142,4,1598.01
1248,1063,222,1,1131.51
1249,1324,128,2,4486.4
1250,236,28,5,2326.22
1251,546,123,1,2666.99
1252,565,116,4,2462.71
1253,803,202,3,340.29
1254,1015,106,2,913.0
1255,712,327,5,2845.08
1256,590,376,2,462.24
1257,1031,465,4,2749.79
1258,1514,157,2,3496.51
1259,349,162,2,2168.27
1260,384,171,2,3881.86
1261,1971,7,4,110.11
1262,685,11,3,3440.09
1263,1805,40,1,1791.09
1264,1217,181,5,344.92
1265,3,251,4,2134.44
1266,225,24,5,4759.07
1267,1393,149,5,1145.89
1268,1031,86,1,2313.07
1269,205,156,3,5115.89
1270,927,252,5,1687.15
1271,528,340,3,4752.39
1272,940,7,3,113.56
1273,1455,171,5,3875.75
1274,992,58,5,130.02
1275,1492,328,4,487.63
1276,1754,113,2,3110.38
1277,732,255,5,2113.84
1278,1518,357,3,2442.9
1279,423,382,4,2835.01
1280,1309,56,5,2783.26
1281,1842,468,5,1811.67
1282,359,136,3,2042.12
1283,1819,170,4,1620.66
1284,1936,142,1,1528.04
1285,1187,267,5,961.63
1286,252,222,5,1299.95
1287,1983,406,3,4630.46
1288,226,497,2,4149.05
1289,956,349,3,2763.29
1290,1278,286,3,487.55
1291,998,148,3,4218.1
1292,32,233,3,3569.27
1293,1691,304,4,1836.92
1294,627,3,1,1742.69
1295,103,129,3,2657.4
1296,1609,440,5,2149.87
1297,318,489,3,297.21
1298,293,376,5,482.12
1299,1881,42,1,1785.25
1300,970,478,4,3081.04
1301,866,205,1,178.79
1302,1829,134,5,2813.97
1303,637,89,3,4939.33
1304,1648,297,2,3490.99
1305,513,70,2,4658.38
1306,617,157,5,2995.5
1307,1899,322,2,845.04
1308,770,401,4,2748.69
1309,197,71,3,4252.92
1310,1032,479,3,3624.32
1311,960,182,4,1515.26
1312,1970,211,5,889.54
1313,55,491,1,296.96
1314,1548,72,3,3250.32
1315,1612,125,3,1159.92
1316,261,318,5,3018.12
1317,1798,151,4,501.43
1318,258,207,4,5133.19
1319,1654,391,4,3331.32
1320,1719,28,3,1976.79
1321,1700,333,5,2209.22
1322,200,421,4,685.2
1323,1415,170,1,1777.49
1324,1517,300,1,1719.96
1325,1437,105,5,2012.43
1326,1517,496,2,234.46
1327,1834,346,2,5091.92
1328,617,322,1,819.45
1329,1650,249,2,4802.01
1330,235,35,5,341.85
1331,1803,62,2,2065.07
1332,419,54,5,1447.72
1333,909,201,1,3720.31
1334,615,208,2,4334.59
1335,1680,121,5,2539.55
1336,534,421,4,731.28
1337,1760,337,4,587.32
1338,300,326,2,1141.48
1339,1677,382,2,3186.0
1340,1048,380,2,2023.96
1341,976,246,1,3855.24
1342,1965,302,3,492.25
1343,802,198,1,2670.21
1344,951,214,2,3580.37
1345,58,146,5,4732.3
1346,798,6,1,2766.55
1347,1322,334,5,5224.72
1348,911,22,3,1798.69
1349,1972,72,4,3156.72
1350,568,5,3,5342.96
1351,1026,439,2,2128.04
1352,715,463,4,2579.12
1353,1051,33,2,202.46
1354,721,336,3,1965.97
1355,942,367,2,3630.29
1356,571,402,3,1413.65
1357,1892,202,4,337.85
1358,772,493,2,4446.61
1359,1180,363,5,2830.91
1360,531,67,5,2616.35
1361,1957,298,5,1454.32
1362,1700,207,1,4534.98
1363,1745,376,1,478.26
1364,1363,55,4,3560.09
1365,663,390,2,667.88
1366,216,461,4,3267.84
1367,1548,499,1,1586.62
1368,127,314,1,633.59
1369,1735,384,3,543.0
1370,1243,324,2,897.45
1371,658,56,4,2647.43
1372,273,327,2,3014.9
1373,401,130,3,99.41
1374,462,104,4,4005.49
1375,1667,271,2,3755.68
1376,177,299,1,2565.83
1377,417,18,1,4956.56
1378,737,397,5,3907.21
1379,1771,37,5,695.3
1380,1017,98,5,128.8
1381,1695,243,3,3624.92
1382,1267,461,2,3072.25
1383,1642,35,4,375.19
1384,1790,37,2,728.11
1385,1603,265,1,2213.75
1386,1022,119,5,2704.17
1387,678,12,3,213.96
1388,1889,425,3,2767.08
1389,140,447,3,559.16
1390,154,274,5,3347.84
1391,1909,313,4,2226.48
1392,1267,30,1,1658.06
1393,1194,242,3,4606.63
1394,1338,16,4,171.98
1395,535,103,1,2086.09
1396,286,105,3,2024.8
1397,1893,388,1,2515.49
1398,483,253,5,2134.56
1399,1853,313,1,2316.89
1400,709,37,5,782.8
1401,1515,314,5,724.14
1402,981,485,1,2396.7
1403,214,19,2,4942.3
1404,1332,180,3,1293.5
1405,1601,436,2,859.25
1406,44,477,2,2445.56
1407,1095,312,1,575.93
1408,1132,247,4,991.46
1409,1425,65,4,636.95
1410,1126,71,1,3905.19
1411,1838,316,3,2240.36
1412,721,100,1,2827.22
1413,488,119,1,2728.24
1414,466,212,5,2777.56
1415,1164,24,1,4912.97
1416,1789,369,1,1575.35
1417,157,30,2,1520.3
1418,579,23,5,2106.25
1419,1342,456,3,1495.34
1420,266,311,1,3623.97
1421,1345,40,5,1754.91
1422,422,254,3,1365.34
1423,1839,469,4,5114.93
1424,1461,155,5,3708.39
1425,600,445,5,3578.36
1426,1829,137,5,4395.82
1427,1032,54,4,1325.54
1428,1445,487,3,3952.33
1429,161,105,5,2171.22
1430,473,157,2,3424.22
1431,252,191,2,412.89
1432,74,121,4,2471.39
1433,1952,59,1,1670.81
1434,554,143,3,4751.23
1435,1695,495,3,3937.3
1436,1751,313,1,2174.78
1437,1767,196,1,2390.26
1438,460,106,4,953.71
1439,1091,27,1,4135.27
1440,1110,391,1,3004.62
1441,1864,312,3,564.56
1442,1890,425,5,3149.16
1443,444,388,5,2205.65
1444,889,444,1,3429.09
1445,1654,56,3,2573.37
1446,1759,481,4,2285.37
1447,1173,369,5,1680.94
1448,533,84,4,1341.24
1449,1528,474,1,3036.71
1450,575,410,3,4463.19
1451,176,128,3,4332.2
1452,692,293,5,1330.47
1453,562,186,3,2282.82
1454,1603,335,5,5139.25
1455,26,64,3,2165.62
1456,1713,136,4,2018.44
1457,948,9,4,3692.93
1458,76,495,5,4172.82
1459,447,210,1,2980.77
1460,567,460,3,4476.4
1461,1953,33,3,213.98
1462,1569,403,4,2591.07
1463,261,117,2,721.54
1464,1785,317,2,1828.1
1465,235,336,5,1709.56
1466,1763,226,1,4145.04
1467,1134,368,3,2441.88
1468,1998,132,3,2268.53
1469,1107,368,2,2347.25
1470,717,56,4,2331.06
1471,232,262,2,2610.15
1472,668,293,4,1324.15
1473,147,329,3,4674.6
1474,294,13,3,3927.34
1475,687,500,3,1334.94
1476,964,483,5,74.72
1477,64,83,3,3126.74
1478,1906,77,1,1830.74
1479,218,312,3,506.22
1480,1047,367,5,3577.59
1481,1605,298,2,1563.74
1482,776,426,2,3228.55
1483,781,391,1,3407.49
1484,1957,40,2,2093.23
1485,1158,258,5,4076.69
1486,1504,215,1,2682.76
1487,1736,450,1,3070.49
1488,1244,242,5,4371.32
1489,904,163,5,4755.71
1490,601,467,2,4084.39
1491,1637,394,2,2244.26
1492,934,162,1,2196.2
1493,1420,124,4,2349.45
1494,742,41,5,2937.83
1495,157,469,4,4641.05
1496,1240,118,4,808.36
1497,471,292,2,4802.35
1498,1896,276,4,84.03
1499,1381,300,5,1717.14
1500,534,408,3,4142.69
1501,242,42,5,1829.11
1502,304,295,2,899.84
1503,1843,93,1,277.18
1504,342,62,5,2023.44
1505,1457,477,1,2668.09
1506,259,446,4,1041.56
1507,50,354,1,53.85
1508,272,264,4,4098.14
1509,1852,217,4,918.89
1510,1428,286,3,447.63
1511,244,173,3,951.67
1512,1212,312,1,549.75
1513,152,379,4,5236.15
1514,1866,210,4,3354.95
1515,593,388,2,2424.77
1516,1503,94,5,2187.25
1517,1877,420,1,4141.14
1518,312,459,5,1287.59
1519,758,346,4,5101.57
1520,657,225,5,2358.9
1521,573,484,2,868.3
1522,609,253,5,2259.76
1523,1061,460,5,4401.83
1524,1729,476,3,393.85
1525,787,164,2,983.78
1526,86,417,2,5242.55
1527,882,266,5,672.86
1528,644,51,2,840.94
1529,243,148,4,4411.45
1530,459,454,3,657.79
1531,1242,386,2,1792.12
1532,1365,143,2,4333.61
1533,1131,430,2,2743.58
1534,57,307,5,2336.15
1535,1102,410,4,4043.39
1536,1705,422,2,1700.78
1537,578,483,4,74.37
1538,1500,228,4,1518.63
1539,605,471,1,998.11
1540,911,456,3,1554.6
1541,178,443,3,3154.44
1542,1499,343,3,646.49
1543,1646,41,2,3175.36
1544,1490,39,5,3759.05
1545,687,142,5,1573.83
1546,1377,398,3,153.97
1547,1828,474,1,2908.61
1548,1910,362,3,1654.85
1549,390,431,1,4312.44
1550,1944,325,2,1540.5
1551,281,301,2,2444.4
1552,1380,101,2,1344.16
1553,993,417,4,4512.79
1554,579,68,1,2436.6
1555,1948,265,2,2471.62
1556,7,223,5,2007.42
1557,1252,107,1,387.93
1558,857,353,4,4599.95
1559,1293,299,3,2685.2
1560,992,272,2,2610.59
1561,1798,154,3,2210.45
1562,1369,249,4,4676.95
1563,1225,183,3,4655.99
1564,198,113,3,2780.61
1565,860,497,2,4552.91
1566,1357,218,4,3737.28
1567,1959,164,3,965.68
1568,1428,204,4,4864.67
1569,1721,413,5,1885.26
1570,844,352,3,4657.32
1571,549,260,4,3396.25
1572,125,288,3,55.04
1573,1383,163,4,4897.35
1574,871,205,1,155.69
1575,550,249,3,4899.97
1576,1304,420,4,3462.46
1577,840,114,2,209.06
1578,1098,106,1,1031.94
1579,1942,496,3,240.0
1580,265,310,1,1354.21
1581,1644,195,3,537.63
1582,1869,181,5,332.14
1583,130,336,2,1713.6
1584,742,275,2,2502.76
1585,1717,275,2,2607.75
1586,595,411,3,777.6
1587,679,212,2,2496.04
1588,1926,7,1,96.68
1589,1547,482,5,1558.13
1590,815,406,2,4361.47
1591,580,155,2,3083.32
1592,70,140,4,2932.22
1593,1343,206,3,3562.33
1594,1766,44,5,1441.94
1595,1479,361,4,615.46
1596,42,8,5,3334.52
1597,1239,471,5,1007.26
1598,1624,201,5,3833.52
1599,1760,160,4,3449.09
1600,1050,381,3,520.73
1601,940,104,5,3514.58
1602,966,193,1,972.4
1603,456,496,3,230.28
1604,990,146,5,5162.45
1605,1038,126,4,2348.28
1606,1491,202,5,403.17
1607,1464,56,5,2521.92
1608,1998,13,2,3984.95
1609,916,190,1,2617.71
1610,1317,160,1,3153.87
1611,196,288,4,48.75
1612,1216,128,4,3767.22
1613,1263,430,5,2724.31
1614,1558,120,4,2429.04
1615,517,211,3,862.67
1616,1709,78,5,3744.49
1617,1227,209,3,436.0
1618,1414,108,4,4018.21
1619,1118,256,2,4401.1
1620,660,237,5,4467.56
1621,1137,440,1,2252.03
1622,1887,54,1,1433.73
1623,770,66,2,960.86
1624,1065,384,2,548.77
1625,897,446,1,1257.0
1626,1814,218,5,4044.44
1627,998,72,5,3335.33
1628,857,205,1,147.47
1629,892,151,3,574.81
1630,1071,166,3,553.42
1631,1155,333,3,2237.46
1632,1072,351,5,3045.44
1633,1950,366,5,114.78
1634,515,242,3,4204.98
1635,1899,383,2,3082.89
1636,337,269,4,3987.32
1637,21,163,2,4902.41
1638,964,35,1,417.3
1639,639,360,1,494.29
1640,1102,235,1,892.27
1641,1280,240,1,687.54
1642,718,326,2,1277.17
1643,707,322,2,768.9
1644,563,146,4,5079.48
1645,1197,374,5,26.17
1646,1571,207,5,5395.53
1647,1109,329,1,4895.59
1648,1214,79,2,213.65
1649,574,92,1,2144.02
1650,260,409,4,1058.04
1651,677,295,5,949.88
1652,1239,142,5,1736.89
1653,1370,466,2,4645.11
1654,6,402,2,1271.07
1655,188,476,2,423.96
1656,294,85,1,2259.31
1657,663,40,1,2069.2
1658,281,262,4,3026.29
1659,1362,242,5,4089.93
1660,1557,61,4,1469.55
1661,773,397,4,3889.3
1662,728,160,3,3484.25
1663,1087,41,2,3259.53
1664,1957,86,3,2396.92
1665,1457,74,5,2851.19
1666,905,251,3,2063.68
1667,1404,62,4,2080.74
1668,1336,179,3,2726.71
1669,1752,239,3,5101.12
1670,1492,218,5,3816.6
1671,1795,472,4,2758.35
1672,767,92,1,2445.73
1673,402,227,2,2809.16
1674,12,301,1,2411.41
1675,1866,189,5,3686.33
1676,1888,7,1,108.85
1677,1326,141,4,3966.31
1678,90,357,3,2322.83
1679,1281,30,1,1797.77
1680,1768,368,5,2803.22
1681,1295,233,4,3922.47
1682,1536,448,5,710.32
1683,1654,54,1,1320.94
1684,1256,458,2,2887.36
1685,1784,436,4,740.22
1686,1709,434,4,2111.36
1687,1306,364,1,449.51
1688,1757,279,2,515.54
1689,1342,315,3,2353.68
1690,1715,345,3,4221.29
1691,1839,364,5,460.04
1692,1479,484,1,801.32
1693,1927,341,1,2152.57
1694,134,99,5,2437.67
1695,303,374,2,25.96
1696,909,23,2,2089.36
1697,1411,259,1,2718.54
1698,638,141,1,3903.74
1699,700,239,1,4905.07
1700,1160,477,1,2664.41
1701,1881,47,1,555.55
1702,381,163,1,5076.76
1703,1571,87,2,1083.23
1704,1307,192,2,310.99
1705,631,429,2,1395.05
1706,1531,387,3,3013.13
1707,110,195,2,609.74
1708,572,72,4,3218.44
1709,463,428,2,4538.97
1710,363,152,4,1157.55
1711,542,48,5,1074.6
1712,745,179,5,3073.15
1713,921,425,2,2988.18
1714,76,487,4,4116.58
1715,319,276,4,89.77
1716,711,331,3,1781.29
1717,425,176,5,2485.31
1718,1130,425,3,3053.46
1719,186,263,3,2906.13
1720,447,240,1,642.51
1721,1059,338,4,3040.87
1722,287,240,3,686.51
1723,1155,194,1,853.04
1724,661,360,3,485.53
1725,1781,462,4,1335.45
1726,974,172,1,3825.69
1727,384,468,2,1778.26
1728,957,280,1,701.74
1729,900,415,5,1484.04
1730,1180,356,4,2866.91
1731,970,428,3,4592.55
1732,1231,173,4,878.52
1733,615,21,2,1956.44
1734,1563,479,5,3775.09
1735,221,216,3,2271.65
1736,1954,296,1,4712.11
1737,336,263,3,2571.61
1738,1816,306,5,1251.05
1739,407,488,2,4417.89
1740,267,340,1,4606.24
1741,1988,47,2,570.59
1742,1642,178,2,3738.88
1743,944,1,2,2661.12
1744,1809,89,1,4683.16
1745,379,121,4,2547.18
1746,185,371,5,888.21
1747,1732,398,4,164.08
1748,327,177,5,1202.99
1749,1407,202,4,384.48
1750,1369,193,2,1082.02
1751,1563,470,2,2701.32
1752,652,391,4,3368.72
1753,1584,168,4,2668.88
1754,1223,202,3,372.3
1755,1001,343,5,733.87
1756,56,114,2,221.96
1757,1573,121,3,2314.87
1758,1027,422,5,1691.69
1759,1540,204,2,5060.73
1760,283,256,2,4286.76
1761,619,223,4,2018.67
1762,1340,93,3,253.94
1763,638,199,4,303.69
1764,72,134,4,2833.86
1765,368,84,5,1203.17
1766,1709,55,1,3535.51
1767,710,352,4,5146.98
1768,1646,414,3,2433.13
1769,264,295,4,902.14
1770,24,249,4,4830.27
1771,866,395,4,3235.67
1772,530,380,5,1998.46
1773,1653,411,5,902.18
1774,764,400,3,3694.23
1775,1729,274,1,3609.32
1776,1609,92,5,2467.13
1777,1556,197,1,4343.96
1778,308,4,5,909.99
1779,529,102,5,1436.58
1780,1491,447,1,515.8
1781,952,145,4,4067.08
1782,943,188,5,3447.11
1783,1406,190,3,2499.64
1784,1383,152,1,1280.98
1785,1112,137,3,4267.99
1786,855,9,3,3698.06
1787,1303,19,3,5040.41
1788,1499,19,4,4976.6
1789,510,90,1,2362.92
1790,259,373,4,2090.68
1791,883,458,4,2644.44
1792,1412,317,5,1682.07
1793,1166,235,3,838.64
1794,764,20,1,1180.55
1795,783,263,1,3020.13
1796,692,475,3,788.63
1797,866,206,3,3478.64
1798,1478,335,1,5073.85
1799,1714,468,1,1805.87
1800,1626,99,3,2321.32
1801,1261,264,2,3847.89
1802,1422,410,5,3917.4
1803,969,111,4,4182.81
1804,563,383,2,3064.43
1805,567,257,5,2143.64
1806,817,466,3,4372.25
1807,559,3,1,1734.51
1808,1602,213,3,3901.04
1809,547,237,3,4373.4
1810,199,114,3,194.73
1811,453,33,5,221.38
1812,1694,236,5,1229.89
1813,674,278,5,3976.47
1814,26,176,3,2313.69
1815,1685,228,4,1406.99
1816,432,273,4,3213.33
1817,524,207,5,4499.92
1818,1982,41,5,3107.0
1819,708,43,5,652.27
1820,757,156,3,4621.97
1821,925,346,2,4921.23
1822,1280,300,3,1551.21
1823,1157,221,1,169.79
1824,1539,499,4,1542.71
1825,481,193,2,1100.25
1826,776,311,1,4031.67
1827,199,203,1,3306.04
1828,1169,149,2,1004.84
1829,1571,399,4,1587.08
1830,1127,210,2,3172.64
1831,857,462,3,1510.63
1832,1578,186,3,2455.88
1833,1029,275,2,2680.72
1834,1760,207,4,4959.19
1835,587,423,2,2188.52
1836,1893,448,3,645.48
1837,7,273,4,3295.02
1838,1344,89,1,5055.83
1839,786,298,4,1545.82
1840,841,97,5,2400.49
1841,460,71,5,4323.26
1842,165,307,4,2192.6
1843,1937,12,2,218.53
1844,341,292,1,4619.98
1845,1950,190,5,2378.87
1846,1810,405,5,3794.73
1847,1048,443,2,3192.68
1848,938,189,2,3555.14
1849,359,242,2,4606.81
1850,661,68,1,2485.56
1851,424,296,2,4770.21
1852,1401,309,2,3946.31
1853,1632,91,5,1327.13
1854,1314,57,3,4201.97
1855,1787,472,2,2742.86
1856,947,370,1,1270.7
1857,1534,17,4,4100.63
1858,1776,267,4,1015.93
1859,145,401,3,2514.09
1860,1810,367,5,3412.61
1861,1326,274,4,3439.79
1862,985,424,3,2379.1
1863,1663,204,1,4980.09
1864,745,205,5,170.6
1865,1289,333,1,2368.9
1866,213,75,5,3166.62
1867,1544,406,2,4035.02
1868,751,212,2,2729.43
1869,1870,125,2,1209.06
1870,542,50,1,596.58
1871,939,461,2,3163.58
1872,1551,134,4,2514.02
1873,678,404,3,2706.9
1874,1164,141,2,3929.86
1875,304,268,2,2511.15
1876,1803,190,3,2663.33
1877,629,484,5,858.88
1878,1299,157,4,3250.06
1879,1379,151,2,512.54
1880,301,312,4,514.91
1881,527,327,2,2809.39
1882,1195,156,1,4483.6
1883,532,187,5,1954.02
1884,832,245,2,207.34
1885,1992,177,5,1345.24
1886,1747,257,3,1995.6
1887,775,444,2,3776.02
1888,1784,269,4,3809.15
1889,1838,195,1,528.72
1890,702,116,2,2200.41
1891,308,143,1,4770.28
1892,1332,101,4,1369.89
1893,1167,468,1,1880.99
1894,1721,383,5,3157.08
1895,1840,117,3,737.16
1896,1361,17,1,3876.26
1897,1950,169,3,2346.24
1898,1134,493,5,4502.95
1899,1788,41,1,3312.3
1900,915,291,2,4617.27
1901,525,409,2,1103.78
1902,468,354,2,60.2
1903,83,312,3,512.05
1904,188,381,1,539.91
1905,1856,463,3,2294.93
1906,125,107,5,352.01
1907,1560,298,1,1493.08
1908,1100,452,3,4858.76
1909,1618,325,4,1373.98
1910,239,227,2,2648.73
1911,205,278,5,4139.41
1912,998,154,5,2098.13
1913,881,441,4,11.27
1914,1593,330,5,1786.42
1915,1548,234,3,2245.5
1916,1546,209,4,414.08
1917,1293,91,4,1170.93
1918,1054,146,3,5204.23
1919,542,445,3,3494.03
1920,564,348,3,2753.84
1921,1282,226,2,3762.82
1922,999,4,5,906.62
1923,964,254,1,1223.14
1924,1558,222,1,1269.91
1925,1896,442,5,660.25
1926,1685,94,1,1965.28
1927,1563,119,5,2800.26
1928,626,164,4,985.48
1929,211,351,5,3107.33
1930,431,293,3,1405.84
1931,321,99,2,2410.82
1932,1746,81,2,3160.56
1933,667,490,4,2491.44
1934,1339,305,3,3355.65
1935,469,478,3,3022.79
1936,760,75,3,2846.33
1937,1699,382,3,2974.66
1938,872,289,4,2448.52
1939,12,391,1,3371.65
1940,1984,210,2,3173.68
1941,1997,234,1,2153.43
1942,1677,361,3,549.94
1943,604,427,3,3878.71
1944,876,405,5,3594.68
1945,1147,379,2,4539.44
1946,1265,258,3,3663.15
1947,219,39,3,3693.65
1948,1481,246,5,4379.56
1949,963,488,1,4416.85
1950,1600,338,4,2898.02
1951,512,144,5,673.53
1952,769,31,3,2054.4
1953,566,276,3,86.24
1954,228,242,1,3926.56
1955,665,397,2,4165.48
1956,1790,78,5,4201.19
1957,410,288,2,47.9
1958,672,294,3,4538.96
1959,1141,272,1,2691.77
1960,288,396,3,885.8
1961,1961,437,4,3183.78
1962,1531,453,3,4055.22
1963,960,117,3,697.7
1964,408,347,3,2196.26
1965,523,310,1,1410.06
1966,288,62,4,2115.44
1967,812,413,1,1752.53
1968,1704,271,5,3226.23
1969,765,9,1,3786.98
1970,1966,259,3,2975.39
1971,1619,276,5,88.41
1972,684,325,1,1372.2
1973,1158,48,1,1178.91
1974,1090,82,1,4711.02
1975,1176,473,2,2107.38
1976,1540,38,4,188.37
1977,1675,142,2,1577.73
1978,1333,170,5,1515.29
1979,696,233,4,3951.87
1980,1822,11,3,3604.79
1981,14,320,1,4152.76
1982,18,116,2,2206.4
1983,531,439,3,1874.73
1984,1091,235,2,951.85
1985,1577,421,3,725.8
1986,1830,451,5,1834.79
1987,313,97,2,2464.32
1988,632,93,5,237.19
1989,1233,484,2,880.1
1990,1107,179,3,3179.4
1991,1783,162,2,2271.64
1992,414,156,3,4497.99
1993,478,480,3,1329.15
1994,56,71,4,4549.95
1995,253,428,1,5274.55
1996,910,445,2,3641.06
1997,780,26,4,1820.33
1998,407,106,5,1030.27
1999,1669,64,2,2069.19
2000,1038,468,5,1858.9
2001,250,84,1,1291.2
2002,1927,251,3,2081.77
2003,1536,163,2,4901.24
2004,186,410,4,4311.89
2005,523,261,4,908.54
2006,34,4,4,918.06
2007,820,493,3,4791.6
2008,739,485,1,2490.16
2009,890,485,3,2768.59
2010,470,360,4,483.4
2011,1794,242,3,3826.22
2012,1495,332,1,1625.32
2013,289,434,5,2170.59
2014,19,66,2,917.31
2015,1424,241,1,1074.21
2016,1222,411,3,785.67
2017,762,317,2,1742.62
2018,859,89,5,4559.63
2019,1977,78,2,4326.78
2020,748,451,2,1908.69
2021,62,255,4,2194.63
2022,1281,192,3,339.12
2023,1274,165,1,46.45
2024,680,15,1,4374.03
2025,1506,447,4,483.47
2026,96,277,5,4767.31
2027,1480,269,1,3570.36
