order_id,customer_id,order_date,ship_date,status
684,916,2025-08-21,,Cancelled
685,484,2024-12-23,2024-12-26,Processing
686,402,2025-05-20,2025-05-27,Processing
687,604,2023-10-11,2023-10-13,Shipped
688,476,2022-12-23,,Cancelled
689,523,2025-01-10,,Pending
690,407,2024-11-09,2024-11-14,Shipped
691,11,2025-01-24,2025-01-31,Processing
692,988,2025-02-03,,Cancelled
693,701,2025-06-24,2025-07-01,Processing
694,527,2025-02-14,2025-02-18,Processing
695,164,2025-10-20,2025-10-25,Processing
696,972,2024-10-28,,Cancelled
697,676,2024-12-08,2024-12-14,Processing
698,750,2025-01-16,2025-01-19,Delivered
699,42,2025-03-14,2025-03-21,Processing
700,500,2025-03-26,2025-03-27,Processing
701,271,2023-11-07,2023-11-09,Shipped
702,44,2025-04-22,2025-04-27,Processing
703,930,2024-04-23,2024-04-27,Shipped
704,481,2023-08-27,2023-08-28,Delivered
705,41,2024-01-16,2024-01-17,Shipped
706,721,2025-07-05,,Cancelled
707,649,2025-09-09,2025-09-16,Shipped
708,760,2023-08-24,2023-08-29,Shipped
709,558,2024-10-28,,Cancelled
710,179,2025-01-25,2025-01-31,Delivered
711,388,2023-05-16,2023-05-21,Shipped
712,670,2025-08-15,,Pending
713,530,2025-09-29,2025-10-03,Shipped
714,997,2025-07-16,2025-07-21,Processing
715,416,2025-04-25,2025-05-02,Shipped
716,889,2025-06-13,2025-06-17,Shipped
717,812,2025-06-19,2025-06-24,Delivered
718,7,2022-11-19,,Cancelled
719,904,2023-05-06,2023-05-10,Processing
720,170,2024-10-15,2024-10-16,Processing
721,527,2025-08-03,2025-08-05,Shipped
722,154,2024-03-25,2024-03-27,Processing
723,371,2024-07-15,,Cancelled
724,735,2025-01-22,,Pending
725,677,2024-10-13,2024-10-17,Processing
726,831,2023-12-17,2023-12-23,Shipped
727,117,2024-05-27,2024-06-02,Delivered
728,491,2023-11-08,2023-11-10,Delivered
729,605,2025-05-14,2025-05-20,Processing
730,854,2025-04-30,2025-05-01,Delivered
731,250,2023-10-15,,Pending
732,131,2025-04-30,,Cancelled
733,607,2024-08-30,2024-09-01,Processing
734,645,2024-07-10,,Cancelled
735,41,2022-09-21,,Cancelled
736,151,2025-07-20,,Pending
737,171,2025-10-28,2025-10-30,Shipped
738,530,2025-10-26,2025-10-31,Delivered
739,993,2024-08-10,,Cancelled
740,653,2024-10-31,,Pending
741,900,2024-11-19,2024-11-20,Shipped
742,222,2025-02-23,2025-02-28,Delivered
743,483,2025-07-07,2025-07-09,Delivered
744,225,2025-05-08,2025-05-13,Delivered
745,147,2025-07-25,,Cancelled
746,841,2025-10-13,2025-10-18,Processing
747,676,2023-09-24,,Cancelled
748,271,2024-07-27,2024-08-02,Processing
749,703,2025-09-09,2025-09-13,Shipped
750,611,2024-07-11,,Cancelled
751,71,2025-09-02,2025-09-06,Processing
752,395,2024-07-19,2024-07-20,Processing
753,17,2025-05-02,2025-05-07,Processing
754,881,2023-11-19,,Cancelled
755,701,2025-06-28,2025-07-05,Delivered
756,154,2025-10-03,,Cancelled
757,99,2025-03-12,2025-03-16,Processing
758,924,2025-04-08,,Cancelled
759,615,2023-04-23,,Pending
760,899,2024-12-10,,Cancelled
761,516,2025-07-25,,Pending
762,96,2024-05-23,2024-05-29,Delivered
763,134,2025-10-19,,Cancelled
764,553,2025-08-26,,Pending
765,919,2025-09-03,2025-09-08,Delivered
766,431,2025-09-01,2025-09-08,Shipped
767,45,2025-07-09,,Cancelled
768,440,2025-09-09,2025-09-16,Processing
769,494,2025-10-15,2025-10-18,Delivered
770,604,2025-05-28,,Cancelled
771,101,2023-03-18,2023-03-20,Delivered
772,261,2025-02-10,2025-02-17,Delivered
773,239,2025-06-11,,Pending
774,291,2025-05-19,,Cancelled
775,898,2025-03-13,,Cancelled
776,419,2025-09-11,2025-09-13,Shipped
777,6,2023-12-18,,Pending
778,592,2025-09-26,,Cancelled
779,121,2025-04-02,,Cancelled
780,8,2024-03-26,2024-04-01,Delivered
781,211,2024-02-06,2024-02-10,Shipped
782,371,2025-08-12,,Pending
783,159,2024-03-07,2024-03-13,Delivered
784,600,2023-12-08,2023-12-11,Shipped
785,876,2025-03-17,,Cancelled
786,434,2025-08-20,,Cancelled
787,375,2024-04-18,,Cancelled
788,283,2025-02-25,2025-03-04,Delivered
789,209,2024-11-26,2024-12-01,Delivered
790,803,2025-07-28,,Cancelled
791,495,2025-06-07,2025-06-10,Processing
792,573,2025-06-12,,Cancelled
793,496,2025-03-09,2025-03-12,Shipped
794,592,2025-09-30,2025-10-07,Shipped
795,723,2022-11-28,2022-12-04,Delivered
796,142,2025-07-31,,Pending
797,766,2025-10-03,2025-10-07,Processing
798,802,2025-09-14,2025-09-15,Processing
799,220,2024-12-27,,Cancelled
800,411,2024-11-28,2024-12-05,Shipped
801,564,2023-09-07,,Cancelled
802,714,2025-05-20,,Pending
803,165,2025-06-13,2025-06-19,Delivered
804,6,2024-08-02,,Pending
805,844,2023-03-03,2023-03-07,Processing
806,949,2025-08-15,,Cancelled
807,446,2025-05-28,,Pending
808,66,2024-11-25,2024-11-27,Shipped
809,380,2025-04-05,,Pending
810,624,2024-10-25,,Pending
811,742,2022-12-15,2022-12-19,Delivered
812,629,2025-02-07,,Cancelled
813,294,2022-11-13,,Cancelled
814,59,2025-09-02,2025-09-08,Processing
815,507,2025-06-10,2025-06-11,Delivered
816,207,2023-08-06,,Cancelled
817,293,2025-10-04,2025-10-05,Processing
818,803,2025-06-20,,Cancelled
819,523,2025-05-09,,Cancelled
820,716,2025-09-14,2025-09-19,Processing
821,174,2024-07-28,,Pending
822,369,2025-10-14,2025-10-20,Processing
823,1,2025-07-20,2025-07-21,Processing
824,283,2025-01-31,2025-02-03,Delivered
825,686,2023-08-19,2023-08-23,Delivered
826,601,2023-07-13,2023-07-18,Processing
827,16,2025-02-25,,Pending
828,942,2025-05-07,,Pending
829,563,2024-06-18,2024-06-24,Shipped
830,850,2024-10-09,,Cancelled
831,937,2024-08-07,,Cancelled
832,357,2025-09-23,2025-09-30,Shipped
833,284,2025-05-02,2025-05-07,Processing
834,987,2024-04-10,2024-04-14,Processing
835,953,2025-04-06,2025-04-11,Delivered
836,5,2025-09-04,2025-09-06,Shipped
837,417,2024-08-06,,Cancelled
838,110,2024-08-04,,Cancelled
839,75,2025-05-18,,Cancelled
840,302,2025-01-30,2025-01-31,Shipped
841,823,2025-02-17,,Cancelled
842,980,2024-04-26,2024-05-01,Shipped
843,833,2024-02-25,,Cancelled
844,257,2024-07-10,2024-07-14,Delivered
845,577,2025-01-25,2025-02-01,Delivered
846,250,2022-02-10,2022-02-17,Shipped
847,470,2022-04-25,2022-04-30,Delivered
848,883,2024-12-31,,Pending
849,494,2025-09-08,,Pending
850,265,2024-05-20,,Pending
851,392,2025-06-09,2025-06-15,Processing
852,719,2025-09-25,2025-10-02,Processing
853,324,2025-09-01,2025-09-04,Delivered
854,529,2025-03-01,,Cancelled
855,10,2024-01-16,2024-01-18,Shipped
856,295,2025-06-24,,Pending
857,409,2024-05-14,2024-05-15,Shipped
858,568,2025-08-17,2025-08-21,Processing
859,322,2025-05-30,2025-06-01,Shipped
860,916,2024-02-10,,Cancelled
861,276,2024-12-27,2025-01-02,Processing
862,700,2025-09-07,2025-09-11,Processing
863,755,2025-04-07,2025-04-09,Processing
864,754,2022-06-21,2022-06-28,Processing
865,272,2025-10-17,2025-10-19,Processing
866,208,2023-07-19,2023-07-26,Processing
867,634,2025-06-12,2025-06-14,Shipped
868,798,2024-12-02,,Pending
869,123,2023-10-12,,Pending
870,693,2025-09-30,2025-10-05,Delivered
871,7,2023-09-24,,Cancelled
872,981,2025-09-03,,Pending
873,869,2023-12-05,2023-12-08,Delivered
874,636,2025-10-24,2025-10-28,Shipped
875,920,2025-07-13,,Cancelled
876,890,2025-05-22,2025-05-26,Shipped
877,188,2024-09-11,,Cancelled
878,287,2025-06-25,2025-06-27,Delivered
879,769,2024-07-10,,Cancelled
880,132,2024-07-14,,Pending
881,539,2025-03-24,2025-03-28,Delivered
882,963,2023-12-16,,Cancelled
883,34,2025-09-15,,Cancelled
884,356,2024-02-01,2024-02-08,Delivered
885,703,2025-06-06,2025-06-10,Processing
886,1000,2025-07-15,,Pending
887,716,2025-09-29,,Cancelled
888,472,2023-02-02,2023-02-08,Shipped
889,9,2025-01-10,,Pending
890,691,2025-08-11,2025-08-15,Processing
891,595,2025-04-09,,Pending
892,334,2024-10-03,2024-10-08,Shipped
893,883,2024-06-14,2024-06-16,Shipped
894,562,2025-05-26,2025-05-28,Shipped
895,276,2025-06-18,2025-06-23,Delivered
896,352,2024-02-09,2024-02-11,Shipped
897,511,2023-05-07,2023-05-09,Delivered
898,430,2025-09-12,2025-09-15,Shipped
899,875,2025-04-29,2025-05-02,Delivered
900,462,2025-03-07,2025-03-12,Processing
901,135,2025-08-29,,Cancelled
902,703,2025-09-17,2025-09-24,Processing
903,103,2024-02-06,2024-02-13,Shipped
904,242,2024-06-01,,Cancelled
905,443,2023-08-21,2023-08-23,Delivered
906,150,2023-07-30,2023-08-03,Processing
907,826,2022-11-17,,Pending
908,181,2025-01-06,2025-01-10,Delivered
909,138,2025-09-05,,Cancelled
910,547,2025-08-30,2025-09-06,Shipped
911,499,2025-01-13,2025-01-16,Shipped
912,576,2025-10-02,,Cancelled
913,49,2025-02-01,2025-02-02,Delivered
914,708,2025-09-02,2025-09-03,Processing
915,221,2024-02-18,2024-02-22,Shipped
916,860,2025-09-09,,Pending
917,461,2025-07-26,2025-07-29,Shipped
918,370,2024-07-10,2024-07-15,Shipped
919,571,2024-11-14,2024-11-17,Shipped
920,21,2022-10-06,2022-10-07,Delivered
921,360,2024-10-10,,Cancelled
922,204,2025-09-02,,Cancelled
923,590,2025-08-19,,Cancelled
924,179,2025-03-25,2025-03-28,Shipped
925,333,2023-09-01,,Cancelled
926,500,2025-05-27,2025-05-28,Delivered
927,391,2025-07-24,,Cancelled
928,294,2023-12-16,2023-12-22,Delivered
929,980,2023-07-05,2023-07-12,Processing
930,172,2024-12-11,2024-12-15,Shipped
931,647,2023-10-01,,Cancelled
932,586,2025-07-20,2025-07-27,Delivered
933,929,2022-08-02,,Pending
934,82,2025-06-09,2025-06-12,Processing
935,234,2025-08-03,2025-08-06,Shipped
936,669,2025-06-15,2025-06-21,Shipped
937,274,2025-08-18,,Cancelled
938,661,2025-04-30,2025-05-03,Delivered
939,909,2024-09-21,2024-09-28,Delivered
940,884,2024-03-24,2024-03-30,Shipped
941,602,2024-09-21,,Cancelled
942,989,2025-09-12,2025-09-16,Delivered
943,172,2025-05-31,2025-06-07,Processing
944,24,2024-07-14,2024-07-20,Processing
945,241,2025-05-18,2025-05-24,Shipped
946,718,2024-06-19,,Pending
947,216,2025-10-06,2025-10-10,Processing
948,106,2024-06-11,,Pending
949,66,2025-01-30,2025-02-04,Delivered
950,56,2024-04-10,,Pending
951,790,2022-11-17,2022-11-22,Delivered
952,784,2024-04-08,,Pending
953,107,2025-07-12,2025-07-17,Shipped
954,160,2024-12-28,,Pending
955,671,2023-03-25,2023-03-28,Delivered
956,235,2025-05-05,2025-05-11,Processing
957,291,2025-09-25,2025-10-01,Delivered
958,130,2025-07-22,2025-07-27,Processing
959,859,2025-05-15,2025-05-16,Processing
960,36,2025-04-24,2025-05-01,Shipped
961,938,2024-12-03,2024-12-10,Shipped
962,488,2023-06-14,2023-06-21,Delivered
963,554,2024-11-26,2024-12-01,Shipped
964,456,2023-08-26,2023-09-01,Processing
965,553,2025-09-01,2025-09-06,Processing
966,612,2025-06-20,2025-06-26,Delivered
967,767,2025-01-15,,Cancelled
968,446,2025-07-26,,Cancelled
969,656,2024-11-29,,Cancelled
970,318,2022-11-14,2022-11-18,Shipped
971,553,2025-08-25,2025-09-01,Processing
972,92,2024-11-11,2024-11-14,Delivered
973,375,2025-03-09,2025-03-12,Delivered
974,160,2024-03-29,2024-03-30,Shipped
975,1,2025-03-10,,Cancelled
976,835,2022-08-26,2022-08-29,Processing
977,294,2025-07-06,2025-07-11,Delivered
978,9,2025-02-21,2025-02-28,Delivered
979,489,2023-07-27,2023-07-28,Shipped
980,785,2023-12-11,2023-12-18,Delivered
981,300,2024-03-16,,Cancelled
982,237,2025-10-29,,Pending
983,562,2024-01-05,2024-01-07,Shipped
984,422,2025-07-16,,Cancelled
985,448,2024-03-24,2024-03-26,Delivered
986,168,2024-10-03,2024-10-10,Delivered
987,388,2023-02-02,2023-02-05,Processing
988,82,2025-03-28,2025-04-03,Delivered
989,246,2025-09-02,,Cancelled
990,783,2025-06-30,,Cancelled
991,827,2025-02-07,2025-02-10,Shipped
992,665,2024-11-24,,Cancelled
993,829,2025-07-20,2025-07-24,Shipped
994,193,2024-02-10,,Pending
995,187,2023-10-28,2023-10-31,Processing
996,114,2025-09-21,2025-09-26,Delivered
997,464,2025-06-21,2025-06-27,Shipped
998,638,2025-03-19,2025-03-21,Delivered
999,329,2023-11-09,,Pending
1000,156,2025-07-03,,Pending
1001,993,2025-03-03,,Cancelled
1002,23,2023-10-20,2023-10-21,Processing
1003,289,2024-05-04,2024-05-06,Shipped
1004,733,2023-09-28,2023-10-04,Delivered
1005,9,2025-08-26,2025-08-27,Processing
1006,155,2024-07-05,,Pending
1007,506,2025-04-30,2025-05-03,Processing
1008,431,2024-09-10,2024-09-17,Shipped
1009,819,2025-07-22,2025-07-25,Delivered
1010,475,2024-06-01,,Pending
1011,339,2025-04-12,,Pending
1012,864,2024-04-15,2024-04-16,Processing
1013,273,2024-06-15,2024-06-16,Delivered
1014,557,2025-08-09,2025-08-11,Delivered
1015,197,2025-04-27,2025-05-04,Shipped
1016,391,2024-07-06,,Pending
1017,125,2025-07-01,2025-07-05,Processing
1018,790,2025-10-15,2025-10-17,Delivered
1019,756,2025-05-12,,Pending
1020,204,2025-10-17,2025-10-23,Delivered
1021,790,2023-12-16,,Pending
1022,534,2025-06-22,2025-06-26,Processing
1023,399,2024-12-13,2024-12-16,Shipped
1024,163,2024-10-13,,Pending
1025,763,2025-09-29,,Cancelled
1026,534,2023-09-09,,Pending
1027,260,2025-02-09,2025-02-15,Delivered
1028,306,2023-04-09,2023-04-12,Processing
1029,909,2023-12-02,,Pending
1030,885,2024-02-27,2024-02-28,Processing
1031,242,2023-01-06,2023-01-09,Delivered
1032,16,2025-06-26,2025-07-03,Processing
1033,283,2025-06-08,,Cancelled
1034,123,2023-11-20,2023-11-27,Delivered
1035,249,2025-08-11,,Pending
1036,993,2023-07-22,,Pending
1037,596,2025-06-20,2025-06-26,Delivered
1038,611,2024-05-23,2024-05-26,Processing
1039,790,2023-06-30,,Pending
1040,255,2024-09-22,2024-09-26,Processing
1041,94,2025-04-16,,Cancelled
1042,347,2025-01-28,,Pending
1043,62,2023-08-03,2023-08-09,Shipped
1044,158,2024-05-13,,Cancelled
1045,811,2024-03-24,,Pending
1046,129,2024-11-02,2024-11-04,Delivered
1047,325,2025-07-11,,Cancelled
1048,808,2025-01-30,2025-02-06,Shipped
1049,914,2024-04-09,2024-04-15,Delivered
1050,198,2025-05-26,,Pending
1051,706,2025-05-07,2025-05-10,Delivered
1052,742,2023-07-14,2023-07-17,Processing
1053,921,2025-10-01,,Pending
1054,497,2025-09-17,2025-09-22,Delivered
1055,302,2023-12-31,,Cancelled
1056,714,2024-07-03,2024-07-05,Delivered
1057,581,2025-01-23,2025-01-28,Processing
1058,357,2025-10-26,2025-11-01,Shipped
1059,480,2024-04-16,2024-04-23,Shipped
1060,852,2023-08-16,,Cancelled
1061,937,2023-05-24,,Cancelled
1062,165,2025-05-14,,Pending
1063,544,2025-07-01,2025-07-05,Processing
1064,303,2024-08-08,2024-08-13,Shipped
1065,376,2025-06-01,2025-06-02,Delivered
1066,795,2025-07-02,,Cancelled
1067,389,2024-07-17,2024-07-18,Processing
1068,635,2023-07-11,2023-07-18,Shipped
1069,636,2025-10-21,2025-10-24,Processing
1070,739,2023-08-25,,Pending
1071,675,2023-08-10,,Cancelled
1072,839,2025-07-16,2025-07-18,Delivered
1073,537,2024-04-18,2024-04-25,Delivered
1074,565,2025-09-09,2025-09-14,Processing
1075,290,2023-08-28,2023-09-01,Shipped
1076,657,2023-10-08,2023-10-09,Shipped
1077,99,2025-04-15,,Cancelled
1078,675,2023-08-13,,Pending
1079,45,2025-03-15,2025-03-17,Processing
1080,895,2024-02-29,,Pending
1081,207,2024-04-06,,Pending
1082,498,2024-07-10,2024-07-11,Processing
1083,33,2023-07-14,,Cancelled
1084,658,2024-10-12,2024-10-18,Delivered
1085,502,2024-08-13,,Cancelled
1086,639,2023-01-07,,Cancelled
1087,263,2023-01-04,,Pending
1088,376,2025-10-15,2025-10-20,Processing
1089,736,2025-04-02,,Pending
1090,14,2024-01-22,2024-01-28,Processing
1091,504,2022-12-12,,Pending
1092,480,2024-02-01,,Pending
1093,370,2025-04-18,,Cancelled
1094,762,2025-09-20,2025-09-27,Delivered
1095,378,2024-06-28,,Pending
1096,844,2024-07-18,,Cancelled
1097,273,2025-08-21,,Cancelled
1098,42,2023-10-27,,Pending
1099,855,2025-02-01,2025-02-02,Shipped
1100,968,2024-05-10,2024-05-15,Processing
1101,100,2025-07-29,,Pending
1102,743,2025-09-25,2025-09-30,Processing
1103,395,2023-12-06,2023-12-08,Processing
1104,539,2023-10-31,2023-11-05,Processing
1105,641,2025-04-18,2025-04-23,Processing
1106,768,2025-07-09,,Cancelled
1107,426,2024-06-15,,Pending
1108,785,2025-09-09,,Cancelled
1109,367,2025-03-22,2025-03-28,Delivered
1110,682,2023-07-21,2023-07-22,Delivered
1111,171,2025-10-30,2025-11-04,Processing
1112,412,2025-09-02,,Cancelled
1113,346,2024-08-16,2024-08-21,Processing
1114,615,2024-12-18,2024-12-21,Delivered
1115,925,2025-10-27,2025-11-01,Shipped
1116,333,2024-01-05,2024-01-09,Shipped
1117,783,2025-08-01,2025-08-08,Delivered
1118,744,2025-10-15,2025-10-20,Shipped
1119,247,2024-10-21,,Cancelled
1120,559,2022-11-01,2022-11-05,Processing
1121,785,2023-05-20,,Cancelled
1122,949,2025-09-02,2025-09-05,Shipped
1123,985,2023-04-07,2023-04-11,Delivered
1124,983,2023-03-29,2023-03-30,Delivered
1125,744,2024-01-18,,Pending
1126,292,2025-03-08,,Cancelled
1127,17,2025-05-08,,Cancelled
1128,139,2023-09-12,2023-09-13,Shipped
1129,308,2025-04-16,2025-04-18,Processing
1130,877,2025-06-16,2025-06-17,Shipped
1131,791,2025-07-21,2025-07-26,Shipped
1132,524,2025-09-06,,Cancelled
1133,585,2025-05-10,,Cancelled
1134,159,2025-03-30,,Pending
1135,39,2025-05-22,2025-05-25,Delivered
1136,160,2025-06-26,2025-06-29,Processing
1137,376,2023-12-17,,Cancelled
1138,256,2025-09-23,2025-09-26,Processing
1139,831,2024-02-01,2024-02-02,Shipped
1140,585,2025-01-23,2025-01-28,Delivered
1141,940,2024-06-29,2024-07-05,Processing
1142,80,2024-11-11,2024-11-18,Shipped
1143,495,2025-07-09,2025-07-13,Processing
1144,846,2025-06-28,,Cancelled
1145,840,2022-09-14,,Pending
1146,610,2025-07-08,2025-07-09,Shipped
1147,749,2025-04-30,,Cancelled
1148,391,2024-07-15,,Pending
1149,799,2025-05-15,,Pending
1150,944,2022-09-18,2022-09-21,Shipped
1151,901,2023-05-12,2023-05-16,Delivered
1152,953,2025-10-15,,Pending
1153,891,2023-07-31,2023-08-06,Processing
1154,669,2024-12-27,,Cancelled
1155,951,2024-09-02,,Pending
1156,650,2024-09-06,2024-09-07,Delivered
1157,313,2023-12-28,,Cancelled
1158,43,2025-03-22,2025-03-27,Shipped
1159,579,2025-03-19,2025-03-22,Processing
1160,515,2025-06-17,2025-06-19,Processing
1161,52,2023-11-30,2023-12-04,Delivered
1162,771,2023-04-15,,Cancelled
1163,590,2024-09-08,,Cancelled
1164,93,2025-10-18,2025-10-22,Processing
1165,297,2025-05-31,2025-06-02,Delivered
1166,136,2024-10-29,2024-10-30,Shipped
1167,488,2022-10-16,,Cancelled
1168,764,2024-12-08,,Pending
1169,562,2024-12-17,2024-12-20,Delivered
1170,88,2025-02-19,2025-02-24,Delivered
1171,445,2025-03-18,2025-03-25,Processing
1172,139,2023-04-29,2023-05-04,Delivered
1173,203,2025-10-28,2025-11-01,Delivered
1174,668,2023-11-03,,Cancelled
1175,201,2025-08-22,,Cancelled
1176,631,2022-09-18,,Cancelled
1177,253,2024-02-05,2024-02-06,Processing
1178,273,2025-06-24,2025-06-27,Delivered
1179,702,2025-07-25,,Cancelled
1180,92,2025-01-28,,Pending
1181,688,2024-06-10,2024-06-14,Delivered
1182,375,2024-05-13,2024-05-15,Shipped
1183,329,2024-12-12,2024-12-17,Shipped
1184,672,2025-04-01,,Pending
1185,789,2025-04-26,2025-04-28,Shipped
1186,359,2025-08-04,,Cancelled
1187,842,2023-04-15,2023-04-20,Delivered
1188,150,2023-11-14,2023-11-15,Delivered
1189,947,2025-10-07,2025-10-09,Processing
1190,702,2024-08-05,2024-08-07,Shipped
1191,776,2025-05-31,,Pending
1192,116,2025-02-02,,Pending
1193,249,2025-06-14,,Cancelled
1194,949,2025-08-07,2025-08-14,Processing
1195,853,2025-02-15,2025-02-16,Shipped
1196,352,2024-03-25,,Pending
1197,313,2023-05-04,2023-05-08,Delivered
1198,24,2024-07-16,2024-07-18,Shipped
1199,758,2023-10-13,,Cancelled
1200,217,2024-10-26,2024-10-31,Processing
1201,536,2025-05-03,2025-05-08,Shipped
1202,495,2025-09-02,,Cancelled
1203,748,2025-10-01,2025-10-07,Processing
1204,716,2025-10-17,,Pending
1205,386,2025-05-07,,Cancelled
1206,928,2025-05-11,,Cancelled
1207,45,2025-07-06,2025-07-08,Shipped
1208,62,2023-05-28,2023-05-30,Shipped
1209,809,2025-09-06,,Cancelled
1210,278,2025-01-16,,Pending
1211,477,2025-04-03,,Pending
1212,69,2025-08-08,2025-08-14,Delivered
1213,278,2025-04-15,2025-04-22,Shipped
1214,111,2025-05-31,,Pending
1215,300,2025-04-29,2025-05-01,Delivered
1216,390,2025-02-15,,Cancelled
1217,727,2025-09-09,,Pending
1218,926,2025-03-17,2025-03-21,Shipped
1219,888,2025-05-16,,Cancelled
1220,545,2023-10-21,,Pending
1221,191,2025-09-08,2025-09-13,Processing
1222,990,2025-04-27,2025-05-02,Delivered
1223,949,2025-10-10,,Pending
1224,41,2024-04-12,2024-04-17,Processing
1225,313,2025-01-08,2025-01-12,Shipped
1226,403,2025-05-05,2025-05-06,Processing
1227,356,2023-11-26,2023-11-29,Shipped
1228,641,2024-08-21,2024-08-23,Shipped
1229,514,2025-04-07,2025-04-14,Shipped
1230,64,2024-10-15,2024-10-19,Shipped
1231,912,2025-09-20,,Pending
1232,967,2025-10-14,,Cancelled
1233,972,2025-04-08,2025-04-10,Shipped
1234,156,2025-10-27,2025-10-31,Shipped
1235,673,2024-12-18,2024-12-19,Processing
1236,748,2025-05-19,2025-05-24,Delivered
1237,984,2023-06-17,,Cancelled
1238,894,2024-06-24,2024-06-28,Processing
1239,247,2024-08-31,,Cancelled
1240,157,2025-07-12,2025-07-15,Delivered
1241,932,2025-01-14,,Cancelled
1242,338,2025-08-20,2025-08-25,Delivered
1243,135,2025-08-18,2025-08-24,Processing
1244,142,2024-12-26,,Cancelled
1245,555,2025-04-01,2025-04-08,Processing
1246,142,2025-10-28,2025-11-03,Shipped
1247,723,2024-04-05,,Cancelled
1248,932,2025-04-04,2025-04-08,Processing
1249,931,2025-05-11,2025-05-17,Processing
1250,956,2025-10-20,,Cancelled
1251,940,2024-06-29,2024-07-02,Processing
1252,70,2024-01-23,,Cancelled
1253,546,2025-08-24,,Pending
1254,189,2025-05-25,2025-06-01,Shipped
1255,901,2023-09-04,2023-09-10,Processing
1256,31,2023-09-01,2023-09-05,Shipped
1257,985,2024-10-07,2024-10-10,Delivered
1258,454,2025-06-21,2025-06-23,Shipped
1259,798,2025-07-14,2025-07-15,Processing
1260,135,2025-07-21,2025-07-22,Processing
1261,781,2025-09-07,,Cancelled
1262,632,2024-09-04,2024-09-09,Shipped
1263,581,2025-09-18,,Cancelled
1264,237,2025-06-18,,Cancelled
1265,238,2025-09-21,2025-09-27,Processing
1266,27,2023-04-15,2023-04-16,Shipped
1267,705,2024-02-02,2024-02-04,Delivered
1268,515,2025-10-18,,Cancelled
1269,481,2025-03-20,2025-03-22,Shipped
1270,873,2023-10-07,2023-10-11,Delivered
1271,486,2023-10-19,2023-10-21,Processing
1272,198,2025-05-13,2025-05-14,Processing
1273,419,2025-07-26,,Pending
1274,948,2025-06-29,2025-07-03,Shipped
1275,228,2024-05-24,2024-05-31,Processing
1276,210,2023-06-10,,Pending
1277,182,2023-06-28,2023-07-05,Delivered
1278,632,2024-08-02,2024-08-08,Delivered
1279,333,2025-05-07,2025-05-09,Delivered
1280,438,2025-06-13,2025-06-20,Delivered
1281,43,2023-06-13,,Cancelled
1282,753,2025-09-21,2025-09-27,Delivered
1283,321,2025-10-29,2025-11-03,Delivered
1284,962,2023-01-01,,Cancelled
1285,609,2024-12-13,,Cancelled
1286,538,2024-11-24,,Pending
1287,534,2024-07-24,,Pending
1288,463,2024-12-15,2024-12-22,Delivered
1289,899,2025-05-14,,Pending
1290,899,2023-07-15,2023-07-20,Processing
1291,551,2023-12-31,2024-01-06,Delivered
1292,41,2022-07-06,,Cancelled
1293,397,2024-08-05,,Cancelled
1294,784,2024-01-21,,Pending
1295,195,2023-07-21,2023-07-25,Shipped
1296,408,2025-03-30,2025-04-06,Shipped
1297,848,2024-10-28,2024-11-01,Shipped
1298,171,2025-10-29,2025-11-01,Delivered
1299,628,2024-10-19,,Pending
1300,707,2023-03-06,,Cancelled
1301,926,2024-11-28,2024-12-02,Processing
1302,850,2024-05-28,2024-05-29,Delivered
1303,740,2025-08-09,,Cancelled
1304,116,2025-09-04,2025-09-11,Processing
1305,600,2023-12-21,,Cancelled
1306,139,2024-08-17,2024-08-21,Delivered
1307,332,2025-01-17,2025-01-18,Delivered
1308,184,2024-11-25,2024-11-30,Delivered
1309,919,2025-09-20,2025-09-24,Processing
1310,93,2024-12-10,2024-12-13,Shipped
1311,709,2023-07-07,2023-07-13,Processing
1312,751,2025-02-07,,Pending
1313,94,2025-04-15,,Pending
1314,724,2025-10-13,2025-10-19,Delivered
1315,372,2025-07-22,,Pending
1316,537,2024-05-08,2024-05-14,Delivered
1317,811,2024-05-05,,Cancelled
1318,627,2023-11-15,2023-11-19,Processing
1319,564,2025-07-06,2025-07-07,Delivered
1320,787,2024-09-20,2024-09-23,Processing
1321,580,2025-02-06,2025-02-08,Processing
1322,890,2025-06-07,2025-06-09,Processing
1323,788,2024-10-17,,Pending
1324,430,2025-09-17,2025-09-20,Shipped
1325,748,2025-04-27,2025-04-30,Delivered
1326,642,2025-09-09,2025-09-10,Processing
1327,921,2025-10-22,2025-10-24,Processing
1328,4,2024-09-09,,Cancelled
1329,784,2024-08-05,2024-08-06,Shipped
1330,470,2024-11-13,2024-11-20,Delivered
1331,511,2025-10-04,,Cancelled
1332,827,2024-02-20,,Pending
1333,623,2025-10-29,2025-10-31,Delivered
1334,223,2025-05-13,,Cancelled
1335,676,2023-11-22,2023-11-26,Delivered
1336,420,2024-03-29,2024-03-30,Delivered
1337,616,2024-08-17,,Cancelled
1338,7,2024-12-11,2024-12-16,Processing
1339,285,2025-01-11,,Cancelled
1340,644,2025-09-14,,Cancelled
1341,840,2023-07-12,2023-07-13,Processing
1342,190,2023-01-04,2023-01-05,Processing
1343,669,2024-10-31,2024-11-01,Shipped
1344,149,2023-08-23,,Pending
1345,684,2025-10-21,,Cancelled
1346,859,2024-12-04,,Cancelled
1347,306,2025-08-23,2025-08-24,Shipped
1348,51,2025-05-09,,Pending
