product_id,name,category,price,launch_date
390,Farmer-Vaughn Car Mat,Automotive,705.78,2023-04-11
391,Matthews-Bradley Card Game,Toys & Games,3098.95,2022-02-20
392,Hernandez LLC Board Game,Toys & Games,2425.62,2024-06-01
393,"Lloyd, Mcintyre and Berry Golf Clubs",Sports & Outdoors,4819.33,2023-08-31
394,Harris-Myers Pasta,Food & Beverages,2048.63,2024-04-10
395,Lopez-Rodriguez Dash Cam,Automotive,3552.16,2024-06-03
396,Fowler-Torres Jump Starter,Automotive,840.43,2022-09-24
397,Leonard and Sons Pen Set,Office Supplies,3980.43,2022-02-19
398,"Morrison, Johnson and Gonzalez Yoga Mat",Sports & Outdoors,168.31,2023-08-23
399,Harris-Carter Basketball,Sports & Outdoors,1446.91,2024-03-25
400,Gibson LLC Cleaning Kit,Automotive,3713.88,2024-03-16
401,Jackson Group Air Freshener,Automotive,2556.48,2023-08-31
402,Mayo and Sons Notebook,Office Supplies,1343.11,2024-04-13
403,Mendoza-Jones Energy Drink,Food & Beverages,2712.51,2022-11-17
404,Harrell LLC TV,Electronics,2734.03,2023-11-03
405,"Ortega, Moore and Andrews Lotion",Health & Beauty,3681.26,2023-04-28
406,"Harris, Moran and Stevens Yoga Mat",Sports & Outdoors,4374.68,2022-11-10
407,Ritter Group TV,Electronics,1317.76,2022-04-10
408,Jacobs-Wright Sunglasses,Apparel,4327.13,2023-05-26
409,"Suarez, Stevens and Johnston Jacket",Apparel,1053.34,2025-02-19
410,Roberts Group Binder,Office Supplies,4305.94,2023-06-23
411,"Kirby, Sparks and Myers Calculator",Office Supplies,834.08,2025-07-03
412,Perry and Sons Rug,Home & Garden,4068.58,2024-08-17
413,"Reynolds, Cruz and Hopkins Keyboard",Electronics,1757.32,2024-12-21
414,"Davis, Hale and Williams Manual",Books,2696.15,2022-09-03
415,Khan-Medina LEGO Set,Toys & Games,1450.22,2024-11-01
416,Wolfe Ltd Encyclopedia,Books,4927.51,2022-12-04
417,Jenkins-Gill Dress,Apparel,4814.05,2022-07-08
418,Jones-Garcia Shampoo,Health & Beauty,4962.47,2025-04-05
419,Ortiz-Martin Table,Home & Garden,1252.14,2022-11-19
420,"Williams, Johnson and Fowler Doll",Toys & Games,3808.56,2024-11-15
421,"Murray, Cooper and Ross Toothbrush",Health & Beauty,715.15,2022-10-29
422,Johnson-King Atlas,Books,1878.99,2025-01-06
423,Murphy Ltd Jeans,Apparel,2017.24,2023-12-23
424,Murray-Miller Guide,Books,2276.2,2024-10-17
425,Reeves Group Phone Mount,Automotive,2911.87,2022-08-06
426,Hoover-Skinner Sunglasses,Apparel,3176.03,2022-09-23
427,Lawson and Sons Action Figure,Toys & Games,3979.41,2023-04-02
428,Nichols Group Makeup Set,Health & Beauty,4840.8,2022-09-19
429,Powers Inc Tennis Racket,Sports & Outdoors,1346.34,2024-11-18
430,Hernandez-Howard Guide,Books,2738.82,2022-12-03
431,"Johnson, Leonard and Robinson Wall Clock",Home & Garden,4262.85,2024-12-18
432,Copeland PLC Board Game,Toys & Games,234.48,2024-09-22
433,"Moran, Prince and Myers Car Battery",Automotive,625.56,2023-04-24
434,Williams-Smith Candle,Home & Garden,2285.31,2025-04-14
435,Wang-Mcfarland Makeup Set,Health & Beauty,4978.49,2023-08-05
436,Gonzalez Inc Curtains,Home & Garden,799.09,2023-10-18
437,Hays LLC Biography,Books,3274.67,2025-06-28
438,Frazier Inc Biography,Books,1862.36,2022-12-09
439,Robles Ltd Lamp,Home & Garden,1984.73,2022-09-18
440,"Jackson, Perry and Rodriguez Textbook",Books,2149.01,2023-05-24
441,Hart-Lopez Jeans,Apparel,10.43,2022-11-18
442,"Foster, Patterson and Hall Tire",Automotive,667.84,2022-06-14
443,Morris-Smith Basketball,Sports & Outdoors,3401.51,2024-10-12
444,Smith-Lewis Smartphone,Electronics,3479.51,2022-12-08
445,Barrett LLC Hat,Apparel,3471.68,2024-10-06
446,"Wood, Jones and Robinson Tire",Automotive,1148.59,2023-04-14
447,"Porter, Mooney and Marquez Jeans",Apparel,520.49,2025-05-14
448,"Jackson, Haley and Greene LEGO Set",Toys & Games,689.96,2024-09-07
449,"Price, Middleton and Wise Table",Home & Garden,346.72,2022-07-26
450,Thompson-Gill Pen Set,Office Supplies,3053.54,2024-12-04
451,Spence-Estrada Candle,Home & Garden,1759.18,2022-04-15
452,Smith-Barr Bicycle,Sports & Outdoors,4599.87,2023-11-29
453,Dixon-Harmon Desk Organizer,Office Supplies,4300.51,2024-02-22
454,"Bush, Smith and Smith Jeans",Apparel,704.37,2025-03-24
455,Parker Ltd Wallet,Apparel,3651.4,2023-10-28
456,Harvey Inc Video Game,Toys & Games,1575.95,2022-08-02
457,Jimenez-Harris Rug,Home & Garden,1388.45,2023-08-07
458,May and Sons Jacket,Apparel,2769.22,2025-01-31
459,"Hinton, Wallace and Wiley Whiteboard",Office Supplies,1428.18,2022-07-28
460,Stewart-Buchanan Mouse,Electronics,4379.76,2022-03-03
461,"Conner, Perry and Hess Basketball",Sports & Outdoors,3036.6,2025-03-11
462,Perez Ltd Golf Clubs,Sports & Outdoors,1481.23,2023-05-30
463,Allen-Ryan Headphones,Electronics,2476.96,2024-10-30
464,Solis Ltd Jacket,Apparel,2500.41,2025-01-22
465,Franklin Group Notebook,Office Supplies,2643.79,2024-03-21
466,White-Soto Smartwatch,Electronics,4669.95,2022-04-11
467,Jones-Lee Plant Pot,Home & Garden,4304.77,2024-09-12
468,Mays and Sons Calculator,Office Supplies,1830.24,2022-05-23
469,Watkins and Sons Candle,Home & Garden,4772.49,2023-01-03
470,"Miller, Hardy and Collins T-Shirt",Apparel,2938.88,2025-01-26
471,Sanchez and Sons Speaker,Electronics,1082.64,2024-07-30
472,Turner PLC Camera,Electronics,2535.52,2023-11-28
473,"Harris, Huffman and Olson Cereal",Food & Beverages,2120.76,2023-07-13
474,Gray-Ruiz Lotion,Health & Beauty,3204.48,2023-10-19
475,"Lynch, Hamilton and Moore Spice Set",Food & Beverages,767.64,2025-05-17
476,Smith-James Sneakers,Apparel,399.71,2025-08-19
477,Blake LLC Bicycle,Sports & Outdoors,2684.27,2024-07-13
478,"Hernandez, Barber and Scott Face Mask",Health & Beauty,3173.3,2023-12-22
479,Chavez-Brooks Sneakers,Apparel,3494.89,2024-07-30
480,Jones-Taylor Tent,Sports & Outdoors,1226.18,2023-12-30
481,Moore and Sons Lotion,Health & Beauty,2269.59,2022-01-07
482,Hensley Ltd Pen Set,Office Supplies,1549.9,2025-01-31
483,Henry-Frost Chair,Home & Garden,68.26,2023-09-06
484,"Brooks, Burns and Davidson Lamp",Home & Garden,823.34,2024-07-02
485,Ortiz Inc Stuffed Animal,Toys & Games,2588.53,2022-07-13
486,Frederick-Martin Cookbook,Books,1862.49,2025-03-31
487,Krueger-Wise Biography,Books,3858.29,2025-03-13
488,"Bailey, Fletcher and Reid Smartwatch",Electronics,4036.5,2023-07-26
489,"Brown, Cruz and Coleman Encyclopedia",Books,324.04,2023-01-19
490,Woods LLC Notebook,Office Supplies,2483.26,2024-09-07
491,"Rhodes, Terry and Brewer Energy Drink",Food & Beverages,281.92,2023-02-10
492,"Gibson, Becker and King Stapler",Office Supplies,1841.6,2024-07-24
493,"Lynn, Skinner and Smith Biography",Books,4471.87,2025-04-12
494,Newman Group Jacket,Apparel,3705.2,2023-09-10
495,"Willis, Santana and Stone Smartphone",Electronics,4294.15,2022-10-21
496,Martin-Simmons Headphones,Electronics,234.68,2024-12-10
497,Mason-Ferguson Video Game,Toys & Games,4601.53,2023-08-18
498,"Parker, Jenkins and Walter Lamp",Home & Garden,2766.56,2025-02-04
499,Rodriguez PLC Makeup Set,Health & Beauty,1612.4,2025-04-21
500,Olsen-Adams Skincare Cream,Health & Beauty,1359.93,2022-11-22
