shipment_id,order_id,shipment_date,carrier,tracking_number,shipment_cost
503,1142,2024-12-09,USPS,US7860052533,17.75
504,1773,2025-10-30,USPS,US9002512712,24.44
505,365,2025-08-06,OnTrac,ON1230504525,7.64
506,339,2025-01-09,USPS,US4096747609,41.46
507,1778,2025-10-10,Amazon Logistics,AM4909493291,35.99
508,374,2025-10-21,FedEx,FE3802974096,28.1
509,1493,2025-03-06,USPS,US5158155350,11.72
510,985,2025-04-03,FedEx,FE9734592066,20.6
511,176,2025-10-14,DHL,DH5878838809,15.23
512,919,2025-10-18,OnTrac,ON5170151300,23.52
513,404,2025-07-31,FedEx,FE2951778308,5.38
514,221,2025-08-16,FedEx,FE3661827204,49.66
515,1414,2025-10-25,FedEx,FE2425995983,29.7
516,1725,2025-10-27,DHL,DH5029830872,33.28
517,1976,2025-09-21,OnTrac,ON9480639850,20.57
518,47,2024-09-02,USPS,US9127170166,10.15
519,80,2025-08-24,UPS,UP1742569971,7.49
520,1075,2024-07-15,DHL,DH1101067602,8.84
521,1416,2025-08-06,FedEx,FE3243568900,25.62
522,77,2025-05-28,UPS,UP1754973803,49.26
523,310,2025-10-21,Amazon Logistics,AM2834877455,20.79
524,308,2024-10-08,UPS,UP2607439886,27.4
525,1094,2025-10-07,DHL,DH8522334977,15.1
526,1951,2025-09-20,OnTrac,ON8533026492,19.04
527,1829,2025-10-04,UPS,UP7183919686,49.44
528,1590,2025-08-31,USPS,US5150625811,9.82
529,223,2025-07-07,USPS,US2016179916,21.47
530,1816,2023-08-08,OnTrac,ON5222105511,48.38
531,789,2025-10-09,DHL,DH4630726080,16.68
532,903,2025-02-23,Amazon Logistics,AM9422871203,8.74
533,1031,2025-09-03,Amazon Logistics,AM1726179892,47.31
534,1913,2024-01-26,UPS,UP5091875722,22.74
535,12,2025-06-09,Amazon Logistics,AM8770625862,47.07
536,1761,2025-05-12,DHL,DH5091830586,43.52
537,705,2024-01-17,UPS,UP9580441802,43.35
538,1130,2025-07-16,Amazon Logistics,AM7973074025,26.3
539,203,2025-05-26,OnTrac,ON9848017137,14.35
540,41,2025-03-10,UPS,UP5005698566,41.28
541,776,2025-10-08,Amazon Logistics,AM7724309477,49.7
542,356,2025-09-01,FedEx,FE6305545090,43.88
543,527,2023-09-29,USPS,US5525381869,37.67
544,1867,2025-08-17,DHL,DH3352283837,47.64
545,373,2025-07-08,UPS,UP8031712783,42.96
546,1513,2025-09-15,OnTrac,ON8521389520,12.36
547,658,2025-01-02,Amazon Logistics,AM4374361321,5.77
548,1004,2025-07-11,OnTrac,ON8262602361,41.05
549,1611,2025-03-20,UPS,UP4291727088,9.55
550,1789,2025-10-09,Amazon Logistics,AM3364084191,28.9
551,1185,2025-07-12,FedEx,FE8166969410,15.51
552,566,2025-02-14,USPS,US8683503318,27.52
553,1282,2025-10-02,FedEx,FE4109623562,28.77
554,707,2025-09-30,Amazon Logistics,AM8736828459,29.16
555,1015,2025-07-21,DHL,DH4324869428,20.63
556,245,2025-06-05,UPS,UP5264744929,13.18
557,406,2025-03-16,USPS,US2335743785,34.54
558,710,2025-05-02,UPS,UP1800960335,43.84
559,294,2025-09-26,OnTrac,ON2724208527,18.99
560,1879,2025-02-21,Amazon Logistics,AM2820567704,42.07
561,594,2025-04-18,DHL,DH1611077723,37.11
562,1610,2025-08-29,Amazon Logistics,AM2653779563,49.44
563,506,2025-05-25,FedEx,FE4001612479,9.73
564,1142,2025-05-04,Amazon Logistics,AM1212595084,9.03
565,705,2024-05-09,UPS,UP5030218650,14.44
566,1215,2025-09-01,UPS,UP2033806651,38.76
567,1270,2023-10-27,OnTrac,ON8828160589,39.29
568,1407,2025-09-23,DHL,DH4217854003,44.81
569,1913,2023-10-27,DHL,DH5254698920,37.48
570,661,2025-10-30,UPS,UP7545029775,44.03
571,26,2025-01-02,OnTrac,ON1517459082,14.27
572,1122,2025-09-21,USPS,US6254707267,28.85
573,1778,2025-10-30,UPS,UP5392178789,46.52
574,1412,2025-10-29,Amazon Logistics,AM8890374506,28.52
575,12,2025-06-25,DHL,DH4266119897,37.18
576,1197,2025-05-16,UPS,UP9355830578,9.76
577,74,2025-09-24,Amazon Logistics,AM7938817989,48.92
578,388,2025-03-29,FedEx,FE4838658273,35.46
579,1920,2025-06-15,Amazon Logistics,AM6945082073,26.65
580,1954,2025-09-04,UPS,UP3299842617,26.83
581,569,2023-05-22,UPS,UP4707807308,45.49
582,23,2025-09-25,FedEx,FE8723506101,29.62
583,1682,2025-05-09,OnTrac,ON6806357653,44.02
584,1279,2025-07-19,UPS,UP1063266942,34.31
585,1673,2025-08-13,USPS,US4298673916,14.6
586,993,2025-09-15,FedEx,FE4540086041,22.58
587,95,2025-08-03,DHL,DH8573824182,29.82
588,1169,2025-05-18,USPS,US3027910932,22.5
589,1131,2025-10-01,OnTrac,ON8226879852,7.98
590,1552,2025-08-16,OnTrac,ON1508499097,31.01
591,932,2025-08-06,OnTrac,ON1610046667,19.48
592,1858,2025-10-25,UPS,UP8897283350,45.26
593,355,2025-06-14,DHL,DH1312242559,26.62
594,26,2025-05-25,FedEx,FE6143759997,7.09
595,1620,2024-07-27,Amazon Logistics,AM8588536155,45.18
596,393,2025-09-01,USPS,US4644428470,36.63
597,1741,2025-02-18,UPS,UP4718164083,31.0
598,730,2025-07-28,Amazon Logistics,AM8968364599,27.65
599,554,2025-05-19,UPS,UP5338857120,46.08
600,1867,2025-10-26,DHL,DH4476731220,41.63
601,811,2024-08-14,FedEx,FE1201222319,9.54
602,181,2025-10-17,DHL,DH6543950854,37.08
603,615,2025-10-17,FedEx,FE8999384161,15.47
604,1396,2023-11-28,UPS,UP1401460920,19.66
605,294,2025-07-12,USPS,US9212338132,23.93
606,1945,2025-09-05,FedEx,FE5119544555,19.4
607,624,2025-09-22,Amazon Logistics,AM6742199636,38.5
608,273,2025-10-19,FedEx,FE7411008763,41.32
609,332,2025-05-01,FedEx,FE7838770471,39.43
610,1274,2025-07-11,Amazon Logistics,AM5717859996,21.3
611,388,2025-04-23,DHL,DH3746596425,39.31
612,1498,2025-10-21,DHL,DH1690528328,38.05
613,48,2025-08-17,FedEx,FE6552184869,39.13
614,940,2025-10-12,USPS,US7281716024,11.36
615,918,2025-07-06,UPS,UP2896412521,6.23
616,507,2025-02-01,UPS,UP2992200279,21.27
617,667,2025-08-06,OnTrac,ON4232557668,26.65
618,1825,2025-08-31,UPS,UP1929916407,26.9
619,784,2024-09-13,FedEx,FE3276660290,39.93
620,1130,2025-09-22,USPS,US4527619641,42.82
621,1283,2025-10-30,USPS,US8325830467,35.23
622,972,2025-02-03,UPS,UP6036958650,16.68
623,1901,2025-04-24,DHL,DH2936464400,29.98
624,769,2025-10-30,UPS,UP7222097130,24.29
625,335,2025-04-01,UPS,UP9127658647,35.74
626,350,2025-10-13,DHL,DH5061301320,43.69
627,1778,2025-10-09,FedEx,FE9345461315,14.37
628,1393,2024-10-05,DHL,DH7338890656,36.12
629,918,2024-11-09,Amazon Logistics,AM1538504511,45.19
630,1109,2025-08-11,OnTrac,ON5518813344,45.32
631,1739,2025-08-31,UPS,UP8719478317,28.27
632,1335,2025-06-06,DHL,DH2003974175,7.59
633,870,2025-10-21,USPS,US4338996827,16.69
634,897,2025-04-21,UPS,UP5916836707,14.0
635,1056,2024-10-21,OnTrac,ON9181077260,31.83
636,1151,2024-07-21,DHL,DH9381820819,39.94
637,803,2025-10-24,FedEx,FE8464080404,23.52
638,154,2025-09-05,OnTrac,ON7285140889,36.98
639,894,2025-08-12,USPS,US5976944609,43.27
640,1474,2024-06-10,OnTrac,ON4705075086,15.86
641,1964,2025-10-30,Amazon Logistics,AM2115282646,43.03
642,1222,2025-08-03,FedEx,FE8989985174,38.73
643,317,2024-11-08,DHL,DH4129496660,13.11
644,1778,2025-10-28,FedEx,FE3763660892,26.7
645,257,2025-05-02,UPS,UP8885201792,42.36
646,1630,2025-02-10,DHL,DH3112349971,24.03
647,152,2025-10-28,USPS,US2597508443,18.0
648,1400,2025-10-28,DHL,DH1999391477,21.87
649,254,2025-07-25,DHL,DH1033774017,31.3
650,449,2025-03-15,FedEx,FE3360484174,9.3
651,672,2025-07-24,FedEx,FE8209567608,17.09
652,196,2025-06-11,UPS,UP5601854998,25.9
653,1922,2025-09-25,UPS,UP4958203860,41.28
654,203,2025-05-03,DHL,DH4967909438,25.05
655,1959,2025-02-19,UPS,UP9109638107,35.84
656,83,2025-10-30,USPS,US3505265275,14.39
657,1046,2025-07-01,DHL,DH6083264777,46.26
658,957,2025-10-20,Amazon Logistics,AM8766760796,12.2
659,710,2025-02-26,DHL,DH3384596013,29.3
660,1417,2025-09-12,UPS,UP8479397526,39.03
661,842,2024-05-23,USPS,US1261415673,44.64
662,1542,2025-09-07,OnTrac,ON2396079090,36.45
663,552,2023-09-11,OnTrac,ON3597215154,10.72
664,1764,2025-07-23,FedEx,FE3118519630,29.34
665,221,2025-08-13,FedEx,FE2664801050,20.66
666,128,2025-04-17,USPS,US2843563009,10.64
667,1099,2025-10-23,OnTrac,ON7097914256,22.78
668,857,2025-05-20,FedEx,FE8063165090,21.02
669,513,2025-02-13,Amazon Logistics,AM7396288520,33.05
670,1570,2025-08-24,Amazon Logistics,AM2604749040,25.37
671,6,2024-04-19,Amazon Logistics,AM7162629786,41.72
672,1056,2025-01-04,OnTrac,ON4741076839,12.63
673,1385,2025-08-08,UPS,UP4961532048,30.43
674,430,2025-09-17,Amazon Logistics,AM1199533307,13.38
675,196,2025-10-05,USPS,US9351548768,44.7
676,591,2025-08-16,Amazon Logistics,AM5434873419,16.66
677,1444,2025-09-09,UPS,UP3511617773,12.8
678,393,2025-09-05,USPS,US5110792290,16.13
679,432,2024-12-24,UPS,UP5112020972,16.01
680,169,2025-06-04,UPS,UP6718253957,43.41
681,156,2025-10-30,UPS,UP4132686469,49.52
682,717,2025-07-16,USPS,US1143410027,43.49
683,1463,2024-10-29,Amazon Logistics,AM4364538913,33.07
684,1909,2025-06-29,FedEx,FE5991616188,43.24
685,991,2025-07-31,FedEx,FE7837998103,10.95
686,1368,2025-10-26,UPS,UP3770724107,10.51
687,1978,2025-09-23,USPS,US8527611302,9.07
688,1462,2025-04-10,UPS,UP7865265762,19.09
689,1529,2025-06-16,Amazon Logistics,AM3640494685,47.81
690,293,2025-07-14,FedEx,FE7427044790,13.91
691,1229,2025-05-25,DHL,DH6891386279,12.2
692,41,2025-10-20,DHL,DH9988966037,14.14
693,1146,2025-10-04,USPS,US4422358182,31.37
694,453,2025-09-07,DHL,DH2917009491,36.63
695,248,2025-10-16,DHL,DH2599347213,37.51
696,314,2025-07-17,DHL,DH6472086746,19.33
697,1670,2025-10-30,Amazon Logistics,AM7007120883,22.24
698,345,2025-10-29,OnTrac,ON7961329511,10.42
699,1936,2025-02-15,FedEx,FE1113600611,30.7
700,402,2025-08-28,OnTrac,ON6448508300,44.36
701,687,2024-04-26,UPS,UP1820561513,36.73
702,160,2025-10-20,USPS,US3968179935,43.7
703,913,2025-07-21,UPS,UP2364919386,17.19
704,1818,2025-08-08,FedEx,FE3748123067,18.48
705,1669,2024-10-10,UPS,UP7191696152,46.28
706,1182,2024-10-18,OnTrac,ON5894791950,25.98
707,309,2025-08-31,USPS,US1563896125,48.68
708,1280,2025-07-21,Amazon Logistics,AM8810992929,33.27
709,1684,2024-09-27,USPS,US5326851671,39.72
710,1233,2025-06-23,DHL,DH5472982281,27.17
711,970,2023-03-31,Amazon Logistics,AM7692375192,20.94
712,918,2025-10-10,Amazon Logistics,AM5049106328,12.47
713,1195,2025-02-25,OnTrac,ON7155937965,7.58
714,1329,2024-10-19,USPS,US8622869139,36.48
715,1789,2025-09-15,DHL,DH5874683426,40.48
716,47,2024-08-17,OnTrac,ON7476447244,22.91
717,308,2024-10-12,OnTrac,ON6017731924,18.73
718,543,2025-10-29,OnTrac,ON9052616591,38.17
719,203,2024-05-12,Amazon Logistics,AM2682725757,30.0
720,431,2025-10-13,FedEx,FE9029769425,5.39
721,257,2024-11-29,Amazon Logistics,AM6082453991,37.82
722,1660,2025-09-28,OnTrac,ON2742618570,39.06
723,769,2025-10-19,DHL,DH2766043988,31.5
724,641,2025-04-14,FedEx,FE3775060322,9.08
725,428,2025-03-14,FedEx,FE2174789396,17.94
726,1445,2025-10-29,FedEx,FE3551303563,40.46
727,1514,2025-09-03,OnTrac,ON8108704549,22.75
728,1739,2024-12-26,DHL,DH1170756966,23.45
729,6,2024-03-18,USPS,US9125455827,42.26
730,137,2025-05-23,Amazon Logistics,AM6846766925,13.74
731,169,2025-05-03,DHL,DH8885361853,34.12
732,48,2025-08-21,OnTrac,ON1321569274,38.18
733,208,2024-12-16,Amazon Logistics,AM1943200696,21.68
734,501,2025-07-27,Amazon Logistics,AM3659387720,11.05
735,765,2025-10-12,DHL,DH1402207158,47.73
736,556,2025-09-23,DHL,DH4660076515,36.27
737,1058,2025-10-26,UPS,UP5911579270,26.86
738,95,2024-11-25,USPS,US7012843640,23.01
739,1716,2025-06-23,OnTrac,ON4610104399,26.33
740,1117,2025-09-18,FedEx,FE6973965856,14.83
741,1347,2025-10-23,OnTrac,ON9329629303,5.46
742,1444,2025-09-01,USPS,US6275375921,12.81
743,690,2025-10-19,DHL,DH5682080072,42.18
744,1652,2023-09-01,FedEx,FE4682460683,35.3
745,513,2025-08-23,FedEx,FE8672962113,10.16
746,1611,2024-04-22,Amazon Logistics,AM6407257355,37.06
747,1116,2024-04-16,USPS,US5720777989,20.7
748,728,2025-07-09,UPS,UP6139475525,13.04
749,1201,2025-08-16,OnTrac,ON9137930866,28.55
750,1222,2025-06-28,DHL,DH4230038174,23.99
751,1738,2024-01-03,FedEx,FE8688159429,32.2
752,451,2025-03-02,Amazon Logistics,AM5186210352,41.85
753,1084,2025-04-29,UPS,UP7328125246,43.63
754,248,2025-10-18,Amazon Logistics,AM7659256649,5.89
755,220,2023-07-29,DHL,DH3425075705,12.76
756,1758,2025-09-29,FedEx,FE6019528646,30.22
757,1139,2025-03-27,USPS,US2148126752,39.59
758,426,2025-07-20,FedEx,FE6448888582,24.28
759,873,2023-12-25,FedEx,FE6392453535,30.66
760,32,2025-10-13,FedEx,FE7597354158,38.54
761,961,2025-10-24,FedEx,FE3438768221,17.64
762,1195,2025-06-08,FedEx,FE8327634322,7.84
763,36,2025-10-30,UPS,UP7853136241,15.22
764,876,2025-07-13,OnTrac,ON9098746608,26.68
765,681,2024-08-18,FedEx,FE5687399535,37.68
766,583,2025-10-15,USPS,US3591608557,42.59
767,83,2025-09-16,Amazon Logistics,AM4354423274,26.46
768,196,2025-05-30,USPS,US8181020508,7.25
769,1254,2025-07-01,OnTrac,ON8022662403,38.17
770,743,2025-09-02,FedEx,FE7539303689,17.41
771,1172,2023-08-28,UPS,UP2611370734,29.4
772,1158,2025-10-20,OnTrac,ON7080118015,45.32
773,1195,2025-09-27,FedEx,FE6299302677,29.91
774,1964,2025-10-30,UPS,UP3980736621,28.38
775,1319,2025-10-15,OnTrac,ON1256884011,25.38
776,1742,2025-08-22,FedEx,FE1472431576,39.97
777,788,2025-07-03,USPS,US9766069895,25.45
778,1416,2025-07-14,DHL,DH5382730084,48.93
779,930,2025-08-12,DHL,DH2839984083,20.19
780,94,2025-04-05,FedEx,FE4031765433,24.99
781,1073,2025-06-23,Amazon Logistics,AM3186980398,14.51
782,996,2025-10-29,DHL,DH8063555243,34.96
783,51,2025-04-04,DHL,DH4885929843,29.66
784,333,2025-05-21,FedEx,FE4156352400,23.93
785,1215,2025-07-31,Amazon Logistics,AM8053938684,39.92
786,1540,2025-03-05,UPS,UP7145702684,14.81
787,1929,2025-04-16,USPS,US5495502901,26.18
788,513,2024-07-02,Amazon Logistics,AM2781166078,18.71
789,428,2025-05-13,OnTrac,ON8541700116,49.43
790,56,2025-07-27,OnTrac,ON8919209399,40.95
791,1601,2025-08-29,USPS,US4642821732,42.97
792,1601,2025-08-17,USPS,US3452433662,11.25
793,293,2025-07-19,OnTrac,ON2955976516,16.81
794,1415,2025-08-30,DHL,DH4284972830,29.53
795,1009,2025-08-21,OnTrac,ON8401467732,6.34
796,985,2024-08-31,FedEx,FE5594447367,39.34
797,1458,2025-07-24,OnTrac,ON5358661821,13.62
798,1463,2025-06-13,Amazon Logistics,AM9933927613,49.78
799,1367,2025-10-21,FedEx,FE3106844931,30.28
800,1056,2024-08-22,OnTrac,ON4454368422,25.86
801,1172,2024-05-04,OnTrac,ON9616029981,24.03
802,788,2025-09-11,Amazon Logistics,AM2127061808,23.24
803,741,2024-12-18,FedEx,FE1129738207,37.31
804,1482,2025-08-24,Amazon Logistics,AM3855588461,48.76
805,221,2025-07-30,OnTrac,ON4311775041,48.09
806,772,2025-07-01,OnTrac,ON1082797040,17.7
807,1954,2024-05-28,Amazon Logistics,AM7092612073,6.21
808,963,2025-05-11,Amazon Logistics,AM1771514551,32.76
809,1370,2025-09-12,DHL,DH1815403500,21.55
810,1515,2025-10-30,Amazon Logistics,AM9587096470,15.44
811,1307,2025-02-18,OnTrac,ON8626890274,34.64
812,616,2025-10-17,UPS,UP3995201670,40.23
813,1739,2024-11-29,OnTrac,ON5618570260,37.61
814,276,2025-10-13,DHL,DH5318934866,33.53
815,1608,2024-06-06,USPS,US3848953532,35.5
816,893,2024-07-18,OnTrac,ON4956260090,9.63
817,1630,2023-12-07,USPS,US3194737792,19.79
818,499,2025-04-14,DHL,DH4327357022,10.15
819,147,2025-08-07,Amazon Logistics,AM5197585518,23.55
820,765,2025-10-27,UPS,UP1205832445,6.4
821,1577,2025-07-19,Amazon Logistics,AM9724991864,33.83
822,168,2025-09-30,DHL,DH5979301743,11.76
823,418,2025-07-20,Amazon Logistics,AM9357444493,29.76
824,1630,2024-09-22,USPS,US8872346835,42.91
825,845,2025-05-29,UPS,UP5377604860,11.63
826,1296,2025-07-03,OnTrac,ON3426428467,33.87
827,1195,2025-02-24,OnTrac,ON2183736293,8.39
828,1373,2024-08-26,UPS,UP9136155213,43.64
829,430,2025-09-03,DHL,DH7039344694,10.96
830,1411,2025-10-08,UPS,UP3277980977,42.83
831,594,2025-02-27,Amazon Logistics,AM5810564767,7.56
832,1913,2025-06-27,FedEx,FE2809380515,35.26
833,668,2025-10-29,USPS,US2156735622,19.67
834,1491,2025-09-08,DHL,DH6381945214,49.92
835,1694,2025-10-11,DHL,DH4865428738,8.66
836,32,2025-10-03,OnTrac,ON8500639276,41.47
837,1651,2025-10-20,FedEx,FE2281002335,34.59
838,951,2024-12-10,FedEx,FE9669680778,9.05
839,390,2023-10-14,FedEx,FE7264335871,16.19
840,460,2025-07-08,Amazon Logistics,AM9201122737,30.64
841,1015,2025-09-29,OnTrac,ON1252538798,32.45
842,1620,2025-01-21,DHL,DH1003303523,46.32
843,743,2025-08-02,FedEx,FE6907438144,10.98
844,1935,2024-08-27,OnTrac,ON2324304600,20.84
845,556,2025-03-03,OnTrac,ON8576744440,16.51
846,1906,2025-09-14,UPS,UP8796020741,40.54
847,1959,2024-03-30,USPS,US3919159013,48.69
848,1004,2024-01-01,OnTrac,ON1630802706,20.85
849,1812,2025-08-25,Amazon Logistics,AM3140667400,28.3
850,707,2025-09-21,OnTrac,ON7013236576,11.85
851,493,2025-09-26,FedEx,FE6286336299,6.73
852,1013,2025-03-16,DHL,DH7566745538,17.77
853,185,2025-08-21,FedEx,FE8802222979,48.55
854,1669,2025-01-09,FedEx,FE2101969620,32.22
855,978,2025-08-16,FedEx,FE3662375512,5.5
856,1051,2025-05-21,DHL,DH7800680768,12.96
857,895,2025-08-08,DHL,DH4526687645,31.46
858,1860,2025-08-29,Amazon Logistics,AM2064930043,19.43
859,1403,2023-05-06,OnTrac,ON9471984114,30.02
860,1187,2025-10-20,OnTrac,ON7422832448,32.49
861,949,2025-02-07,DHL,DH5348041517,10.46
862,652,2025-07-26,Amazon Logistics,AM1741597322,28.55
863,641,2025-06-09,Amazon Logistics,AM4492231351,9.3
864,499,2025-10-26,Amazon Logistics,AM1363516573,49.6
865,1013,2025-08-31,UPS,UP1125975547,45.36
866,737,2025-10-30,USPS,US9803267103,49.05
867,1761,2025-10-01,DHL,DH9289056003,11.61
868,1543,2024-08-29,OnTrac,ON8698339953,38.35
869,1656,2025-09-27,FedEx,FE4663207977,44.18
870,1845,2025-09-14,Amazon Logistics,AM1303727064,18.52
871,43,2024-05-18,FedEx,FE7764194607,19.46
872,1591,2024-07-18,Amazon Logistics,AM3018966707,6.49
873,1533,2024-03-25,Amazon Logistics,AM8178444361,18.37
874,1876,2025-08-01,OnTrac,ON5876644672,45.89
875,853,2025-09-16,Amazon Logistics,AM3787281376,7.5
876,460,2025-07-18,FedEx,FE1996980049,30.66
877,1236,2025-06-28,DHL,DH9346312079,30.14
878,1554,2025-09-13,DHL,DH4506644922,34.21
879,940,2024-05-02,DHL,DH3293289689,44.57
880,217,2025-08-11,DHL,DH8124842881,16.07
881,8,2023-10-25,DHL,DH7939322905,23.41
882,1347,2025-10-21,DHL,DH7751134315,49.02
883,376,2025-01-25,OnTrac,ON8607435146,43.23
884,22,2024-04-20,USPS,US9329558711,27.08
885,296,2025-10-25,OnTrac,ON5996622346,15.15
886,184,2025-09-20,OnTrac,ON6128926096,34.72
887,811,2025-07-17,DHL,DH1416324649,7.33
888,1256,2025-05-14,DHL,DH1728247218,27.33
889,903,2025-02-18,UPS,UP6264580840,8.88
890,1451,2025-08-09,OnTrac,ON1193224162,36.28
891,1555,2025-07-23,OnTrac,ON9894802782,13.92
892,1234,2025-10-31,FedEx,FE6196769550,6.81
893,765,2025-09-15,OnTrac,ON9574071063,17.38
894,1150,2023-10-14,USPS,US6458618273,24.41
895,1135,2025-09-07,OnTrac,ON6263450887,49.39
896,19,2023-11-12,OnTrac,ON8889600175,23.61
897,193,2025-10-28,Amazon Logistics,AM2534505607,26.75
898,592,2025-09-14,OnTrac,ON2490840217,17.06
899,972,2025-08-26,FedEx,FE9467959811,6.67
900,185,2025-10-20,Amazon Logistics,AM8708546563,27.9
901,894,2025-08-05,USPS,US9929467742,38.15
902,241,2025-07-03,USPS,US7235827508,17.21
903,1552,2025-03-31,DHL,DH8168630650,16.2
904,1669,2025-10-23,UPS,UP9254177666,7.11
905,1258,2025-08-20,DHL,DH1011565670,17.83
906,1475,2024-06-09,FedEx,FE4440953395,37.26
907,825,2024-11-19,USPS,US4269069294,32.19
908,1978,2025-08-29,OnTrac,ON3344758807,13.02
909,1373,2025-08-28,UPS,UP3924755144,31.49
910,991,2025-05-24,FedEx,FE1171393180,28.12
911,1384,2024-12-28,Amazon Logistics,AM9368828180,33.28
912,1739,2025-03-07,OnTrac,ON9680308246,25.02
913,1375,2025-10-22,UPS,UP5945877165,19.48
914,1516,2024-12-15,OnTrac,ON2451467626,48.69
915,970,2023-02-09,USPS,US8267295924,36.92
916,515,2025-04-23,FedEx,FE4102576612,20.41
917,1054,2025-10-11,FedEx,FE1859369445,46.96
918,1513,2025-10-30,DHL,DH6583376103,43.25
919,1283,2025-10-30,Amazon Logistics,AM4865482211,39.29
920,1110,2025-08-15,DHL,DH9772777791,37.39
921,1513,2025-08-09,Amazon Logistics,AM5161055565,31.85
922,108,2024-06-22,OnTrac,ON4073644925,31.98
923,1540,2025-02-10,UPS,UP1955019735,9.13
924,1696,2025-03-14,FedEx,FE8777141549,22.04
925,242,2025-08-08,USPS,US7601853764,29.91
926,1415,2025-09-16,UPS,UP2472788214,41.02
927,596,2024-07-15,FedEx,FE3826688042,10.01
928,1647,2025-10-12,DHL,DH5433903275,49.74
929,1711,2025-10-30,OnTrac,ON5242519385,11.6
930,803,2025-07-12,FedEx,FE5325076856,26.48
931,701,2024-08-24,USPS,US8349411177,18.33
932,1830,2023-09-21,OnTrac,ON4318186851,46.33
933,490,2022-11-26,UPS,UP5567798337,22.57
934,185,2025-08-25,Amazon Logistics,AM7752955351,37.81
935,1454,2025-08-14,USPS,US8699468333,41.18
936,1023,2025-06-04,FedEx,FE9043527193,13.09
937,845,2025-10-11,OnTrac,ON5306890260,15.44
938,38,2025-07-23,FedEx,FE8512070909,8.32
939,1361,2025-06-10,USPS,US1070625927,21.83
940,1407,2025-09-08,DHL,DH1025502063,45.81
941,1319,2025-10-11,DHL,DH5502923968,46.77
942,137,2025-03-17,DHL,DH2015777089,22.83
943,592,2023-11-08,DHL,DH4561537381,21.69
944,316,2025-06-24,OnTrac,ON3753379182,34.11
945,1094,2025-10-25,USPS,US4596690169,33.07
946,1475,2024-07-05,UPS,UP9778061621,10.32
947,417,2025-09-30,UPS,UP1123748717,21.42
948,53,2025-10-14,Amazon Logistics,AM6421504228,12.11
949,499,2025-04-24,DHL,DH8546155028,30.58
950,1742,2025-03-03,Amazon Logistics,AM2574827487,43.59
951,1450,2025-10-30,OnTrac,ON4540684408,48.61
952,108,2025-02-15,UPS,UP7586101102,6.93
953,1185,2025-08-02,USPS,US9364544838,47.05
954,1656,2024-10-30,USPS,US5088032678,6.97
955,726,2025-10-23,OnTrac,ON7893314708,36.21
956,853,2025-10-11,FedEx,FE3206731507,10.6
957,42,2024-08-13,OnTrac,ON3409733535,37.33
958,1491,2025-03-30,DHL,DH6202757478,44.88
959,716,2025-06-25,USPS,US2744377086,44.01
960,1494,2025-10-17,OnTrac,ON2593410040,10.55
961,1543,2025-01-24,DHL,DH5519735517,36.47
962,963,2025-04-27,UPS,UP8780838551,9.61
963,1059,2024-09-13,FedEx,FE2817016800,25.14
964,755,2025-09-26,DHL,DH9252803590,5.72
965,490,2025-01-06,USPS,US5565068460,27.68
966,69,2025-06-26,UPS,UP1018760548,24.85
967,1690,2025-02-27,OnTrac,ON5682227896,27.37
968,239,2023-05-18,USPS,US2817830936,20.61
969,1124,2025-07-18,Amazon Logistics,AM5560561097,10.8
970,654,2025-06-30,USPS,US1322351541,16.04
971,845,2025-02-11,USPS,US2139662215,36.93
972,668,2025-10-29,OnTrac,ON8496167501,14.62
973,1694,2025-10-29,USPS,US5528674657,37.52
974,303,2025-03-04,Amazon Logistics,AM7003761377,48.4
975,769,2025-10-24,OnTrac,ON6217560973,19.85
976,303,2025-09-18,Amazon Logistics,AM2009538345,44.65
977,1802,2025-10-12,Amazon Logistics,AM7420530086,33.22
978,1413,2023-07-04,DHL,DH5101030554,21.84
979,1197,2024-10-18,UPS,UP4315700753,48.68
980,1885,2025-09-08,OnTrac,ON4139778173,29.39
981,615,2025-10-24,UPS,UP1797182818,6.15
982,920,2024-08-01,DHL,DH3099675984,14.77
983,350,2025-10-26,OnTrac,ON8295444135,14.57
984,1697,2025-09-03,FedEx,FE7033881481,16.66
985,466,2023-09-15,Amazon Logistics,AM4958067417,19.5
986,1932,2025-10-28,FedEx,FE8797414992,47.06
987,1181,2025-04-11,DHL,DH6097403182,12.44
988,1212,2025-10-23,FedEx,FE4045598335,15.07
989,1361,2025-09-27,USPS,US3799054080,7.1
990,592,2023-12-05,OnTrac,ON1783234071,30.89
991,641,2025-09-12,OnTrac,ON5258783535,7.94
992,1543,2025-08-13,FedEx,FE4428999893,28.23
993,743,2025-09-29,FedEx,FE6570239455,34.69
994,1513,2025-10-05,Amazon Logistics,AM3256022785,45.03
995,26,2025-09-14,OnTrac,ON7370602194,41.89
996,208,2025-07-12,USPS,US8914512885,36.05
997,309,2025-06-05,DHL,DH9272024952,19.56
998,1436,2025-07-31,OnTrac,ON1298242731,29.8
999,555,2025-10-22,UPS,UP1126505935,37.25
1000,988,2025-08-29,USPS,US5229174084,14.6
1001,388,2025-06-06,FedEx,FE4346134380,46.11
1002,1262,2025-03-13,DHL,DH7302604314,14.83
1003,192,2024-05-29,DHL,DH5123557222,47.97
1004,1009,2025-07-27,USPS,US8430779852,6.27
1005,1131,2025-08-22,UPS,UP2552657410,15.71
1006,89,2025-06-04,USPS,US7933634881,12.63
